Fecha,Maquina,s
18/10/2023 08:00,Maquina 1,1.667573
18/10/2023 08:00,Maquina 2,2
18/10/2023 08:00,Maquina 1,1.922778
18/10/2023 08:00,Maquina 2,2
18/10/2023 08:00,Maquina 1,2.679109
18/10/2023 08:00,Maquina 2,5
18/10/2023 08:00,Maquina 2,3
18/10/2023 08:00,Maquina 2,4
18/10/2023 08:00,Maquina 2,2
18/10/2023 08:00,Maquina 1,2.927688
18/10/2023 08:00,Maquina 1,0.907513
18/10/2023 08:01,Maquina 1,1.167343
18/10/2023 08:01,Maquina 2,1
18/10/2023 08:01,Maquina 1,3.101871
18/10/2023 08:01,Maquina 2,4
18/10/2023 08:01,Maquina 2,2
18/10/2023 08:01,Maquina 2,4
18/10/2023 08:01,Maquina 2,3
18/10/2023 08:01,Maquina 1,6.429361
18/10/2023 08:01,Maquina 2,5
18/10/2023 08:01,Maquina 1,2.545022
18/10/2023 08:02,Maquina 1,3.24499
18/10/2023 08:02,Maquina 1,0.66437
18/10/2023 08:02,Maquina 1,0.548775
18/10/2023 08:02,Maquina 2,2
18/10/2023 08:02,Maquina 2,1
18/10/2023 08:02,Maquina 1,1.172769
18/10/2023 08:02,Maquina 1,0.926259
18/10/2023 08:02,Maquina 1,5.882425
18/10/2023 08:02,Maquina 1,4.505952
18/10/2023 08:02,Maquina 1,5.257183
18/10/2023 08:02,Maquina 1,0.632956
18/10/2023 08:03,Maquina 1,1.58622
18/10/2023 08:03,Maquina 1,1.424191
18/10/2023 08:03,Maquina 2,2
18/10/2023 08:03,Maquina 1,1.630191
18/10/2023 08:03,Maquina 2,4
18/10/2023 08:03,Maquina 2,4
18/10/2023 08:03,Maquina 2,4
18/10/2023 08:03,Maquina 2,5
18/10/2023 08:03,Maquina 1,0.38339
18/10/2023 08:03,Maquina 2,1
18/10/2023 08:03,Maquina 1,1.636103
18/10/2023 08:03,Maquina 2,2
18/10/2023 08:03,Maquina 2,1
18/10/2023 08:03,Maquina 1,1.770806
18/10/2023 08:04,Maquina 2,4
18/10/2023 08:04,Maquina 2,2
18/10/2023 08:04,Maquina 1,5.532781
18/10/2023 08:04,Maquina 1,7.383325
18/10/2023 08:04,Maquina 1,2.205873
18/10/2023 08:04,Maquina 1,8.771281
18/10/2023 08:04,Maquina 1,0.491294
18/10/2023 08:04,Maquina 2,5
18/10/2023 08:04,Maquina 1,0.55219
18/10/2023 08:04,Maquina 1,4.587681
18/10/2023 08:04,Maquina 2,5
18/10/2023 08:04,Maquina 2,2
18/10/2023 08:04,Maquina 1,0.10496
18/10/2023 08:05,Maquina 1,0.570336
18/10/2023 08:05,Maquina 1,0.349916
18/10/2023 08:05,Maquina 2,3
18/10/2023 08:05,Maquina 1,4.575904
18/10/2023 08:05,Maquina 2,3
18/10/2023 08:05,Maquina 2,1
18/10/2023 08:05,Maquina 1,3.998598
18/10/2023 08:05,Maquina 2,1
18/10/2023 08:05,Maquina 2,1
18/10/2023 08:06,Maquina 2,1
18/10/2023 08:06,Maquina 1,1.91573
18/10/2023 08:06,Maquina 1,6.244317
18/10/2023 08:06,Maquina 2,1
18/10/2023 08:06,Maquina 2,4
18/10/2023 08:06,Maquina 1,4.62059
18/10/2023 08:06,Maquina 1,0.52587
18/10/2023 08:06,Maquina 2,1
18/10/2023 08:06,Maquina 2,2
18/10/2023 08:07,Maquina 1,0.979628
18/10/2023 08:07,Maquina 1,1.103886
18/10/2023 08:07,Maquina 2,3
18/10/2023 08:07,Maquina 1,3.863068
18/10/2023 08:07,Maquina 2,4
18/10/2023 08:07,Maquina 1,9.587774
18/10/2023 08:07,Maquina 2,3
18/10/2023 08:07,Maquina 1,0.370023
18/10/2023 08:07,Maquina 1,0.33263
18/10/2023 08:07,Maquina 2,3
18/10/2023 08:08,Maquina 2,1
18/10/2023 08:08,Maquina 1,3.48937
18/10/2023 08:08,Maquina 1,0.705747
18/10/2023 08:08,Maquina 1,0.145624
18/10/2023 08:08,Maquina 2,5
18/10/2023 08:08,Maquina 2,5
18/10/2023 08:08,Maquina 1,0.473614
18/10/2023 08:08,Maquina 2,3
18/10/2023 08:08,Maquina 2,4
18/10/2023 08:08,Maquina 1,3.409383
18/10/2023 08:08,Maquina 2,4
18/10/2023 08:08,Maquina 2,3
18/10/2023 08:09,Maquina 1,6.698544
18/10/2023 08:09,Maquina 2,3
18/10/2023 08:09,Maquina 1,2.74632
18/10/2023 08:09,Maquina 1,2.568397
18/10/2023 08:09,Maquina 1,3.496824
18/10/2023 08:09,Maquina 1,2.432155
18/10/2023 08:09,Maquina 2,3
18/10/2023 08:09,Maquina 2,5
18/10/2023 08:09,Maquina 2,3
18/10/2023 08:09,Maquina 2,3
18/10/2023 08:10,Maquina 2,2
18/10/2023 08:10,Maquina 1,0.58423
18/10/2023 08:10,Maquina 2,2
18/10/2023 08:10,Maquina 1,6.990913
18/10/2023 08:10,Maquina 2,4
18/10/2023 08:10,Maquina 1,2.974842
18/10/2023 08:10,Maquina 1,2.92684
18/10/2023 08:10,Maquina 1,4.510483
18/10/2023 08:10,Maquina 1,0.745455
18/10/2023 08:10,Maquina 1,1.590457
18/10/2023 08:10,Maquina 2,3
18/10/2023 08:10,Maquina 2,5
18/10/2023 08:11,Maquina 2,3
18/10/2023 08:11,Maquina 2,5
18/10/2023 08:11,Maquina 2,5
18/10/2023 08:11,Maquina 1,1.553474
18/10/2023 08:11,Maquina 2,4
18/10/2023 08:11,Maquina 1,3.620255
18/10/2023 08:11,Maquina 2,4
18/10/2023 08:11,Maquina 1,2.196231
18/10/2023 08:11,Maquina 2,3
18/10/2023 08:11,Maquina 1,2.985055
18/10/2023 08:12,Maquina 2,2
18/10/2023 08:12,Maquina 2,5
18/10/2023 08:12,Maquina 2,2
18/10/2023 08:12,Maquina 1,2.903498
18/10/2023 08:12,Maquina 2,3
18/10/2023 08:12,Maquina 2,4
18/10/2023 08:12,Maquina 1,0.253701
18/10/2023 08:12,Maquina 2,4
18/10/2023 08:12,Maquina 1,1.39805
18/10/2023 08:12,Maquina 2,2
18/10/2023 08:12,Maquina 1,3.29763
18/10/2023 08:12,Maquina 1,1.64983
18/10/2023 08:12,Maquina 2,2
18/10/2023 08:13,Maquina 1,2.60833
18/10/2023 08:13,Maquina 2,3
18/10/2023 08:13,Maquina 2,3
18/10/2023 08:13,Maquina 1,6.960564
18/10/2023 08:13,Maquina 2,5
18/10/2023 08:13,Maquina 2,4
18/10/2023 08:13,Maquina 2,1
18/10/2023 08:13,Maquina 1,3.561291
18/10/2023 08:13,Maquina 2,2
18/10/2023 08:14,Maquina 2,5
18/10/2023 08:14,Maquina 2,2
18/10/2023 08:14,Maquina 1,0.769291
18/10/2023 08:14,Maquina 1,0.405836
18/10/2023 08:14,Maquina 2,5
18/10/2023 08:14,Maquina 1,3.96988
18/10/2023 08:14,Maquina 1,1.351939
18/10/2023 08:14,Maquina 1,2.696045
18/10/2023 08:14,Maquina 1,2.665731
18/10/2023 08:15,Maquina 1,4.640699
18/10/2023 08:15,Maquina 1,6.2028
18/10/2023 08:15,Maquina 1,6.863918
18/10/2023 08:15,Maquina 2,2
18/10/2023 08:15,Maquina 1,8.545069
18/10/2023 08:15,Maquina 2,3
18/10/2023 08:15,Maquina 2,3
18/10/2023 08:15,Maquina 2,1
18/10/2023 08:15,Maquina 2,2
18/10/2023 08:16,Maquina 2,3
18/10/2023 08:16,Maquina 2,1
18/10/2023 08:16,Maquina 2,3
18/10/2023 08:16,Maquina 2,4
18/10/2023 08:16,Maquina 2,3
18/10/2023 08:16,Maquina 1,5.533335
18/10/2023 08:16,Maquina 1,0.346168
18/10/2023 08:16,Maquina 2,5
18/10/2023 08:17,Maquina 1,0.805885
18/10/2023 08:17,Maquina 2,5
18/10/2023 08:17,Maquina 1,3.343919
18/10/2023 08:17,Maquina 1,0.965516
18/10/2023 08:17,Maquina 2,3
18/10/2023 08:17,Maquina 2,1
18/10/2023 08:17,Maquina 1,2.779187
18/10/2023 08:17,Maquina 2,3
18/10/2023 08:17,Maquina 1,3.901172
18/10/2023 08:17,Maquina 2,3
18/10/2023 08:17,Maquina 1,1.728313
18/10/2023 08:17,Maquina 1,0.834459
18/10/2023 08:17,Maquina 2,5
18/10/2023 08:18,Maquina 2,2
18/10/2023 08:18,Maquina 1,0.17444
18/10/2023 08:18,Maquina 2,5
18/10/2023 08:18,Maquina 2,3
18/10/2023 08:18,Maquina 1,2.493268
18/10/2023 08:18,Maquina 2,2
18/10/2023 08:18,Maquina 1,3.574061
18/10/2023 08:18,Maquina 1,3.264043
18/10/2023 08:18,Maquina 2,1
18/10/2023 08:18,Maquina 1,0.879163
18/10/2023 08:18,Maquina 1,0.124618
18/10/2023 08:18,Maquina 2,3
18/10/2023 08:19,Maquina 2,4
18/10/2023 08:19,Maquina 2,4
18/10/2023 08:19,Maquina 1,0.30126
18/10/2023 08:19,Maquina 2,3
18/10/2023 08:19,Maquina 2,3
18/10/2023 08:19,Maquina 2,1
18/10/2023 08:19,Maquina 2,2
18/10/2023 08:20,Maquina 2,4
18/10/2023 08:20,Maquina 1,2.17735
18/10/2023 08:20,Maquina 2,3
18/10/2023 08:20,Maquina 2,2
18/10/2023 08:20,Maquina 2,4
18/10/2023 08:20,Maquina 1,1.129336
18/10/2023 08:20,Maquina 2,2
18/10/2023 08:20,Maquina 2,2
18/10/2023 08:20,Maquina 1,4.39178
18/10/2023 08:20,Maquina 2,4
18/10/2023 08:20,Maquina 1,2.427432
18/10/2023 08:21,Maquina 2,2
18/10/2023 08:21,Maquina 2,2
18/10/2023 08:21,Maquina 1,7.27637
18/10/2023 08:21,Maquina 2,4
18/10/2023 08:21,Maquina 2,5
18/10/2023 08:21,Maquina 1,0.123661
18/10/2023 08:21,Maquina 2,1
18/10/2023 08:22,Maquina 2,1
18/10/2023 08:22,Maquina 1,1.456189
18/10/2023 08:22,Maquina 2,5
18/10/2023 08:22,Maquina 1,0.592049
18/10/2023 08:22,Maquina 2,5
18/10/2023 08:22,Maquina 2,1
18/10/2023 08:22,Maquina 2,2
18/10/2023 08:22,Maquina 2,1
18/10/2023 08:22,Maquina 2,5
18/10/2023 08:22,Maquina 2,3
18/10/2023 08:22,Maquina 2,3
18/10/2023 08:22,Maquina 1,8.369936
18/10/2023 08:22,Maquina 2,2
18/10/2023 08:22,Maquina 1,1.85822
18/10/2023 08:23,Maquina 1,7.326004
18/10/2023 08:23,Maquina 1,1.157014
18/10/2023 08:23,Maquina 1,0.486093
18/10/2023 08:23,Maquina 1,1.370939
18/10/2023 08:23,Maquina 1,4.787216
18/10/2023 08:23,Maquina 1,2.43109
18/10/2023 08:23,Maquina 2,2
18/10/2023 08:23,Maquina 2,1
18/10/2023 08:23,Maquina 2,2
18/10/2023 08:23,Maquina 1,4.388388
18/10/2023 08:23,Maquina 2,4
18/10/2023 08:23,Maquina 2,4
18/10/2023 08:23,Maquina 1,2.820077
18/10/2023 08:24,Maquina 1,1.482166
18/10/2023 08:24,Maquina 2,3
18/10/2023 08:24,Maquina 1,6.292695
18/10/2023 08:24,Maquina 1,2.579557
18/10/2023 08:24,Maquina 2,4
18/10/2023 08:24,Maquina 2,3
18/10/2023 08:24,Maquina 1,1.166485
18/10/2023 08:24,Maquina 1,7.545879
18/10/2023 08:24,Maquina 2,2
18/10/2023 08:25,Maquina 2,5
18/10/2023 08:25,Maquina 1,4.34304
18/10/2023 08:25,Maquina 2,4
18/10/2023 08:25,Maquina 1,0.62885
18/10/2023 08:25,Maquina 2,3
18/10/2023 08:25,Maquina 2,5
18/10/2023 08:25,Maquina 2,1
18/10/2023 08:25,Maquina 2,4
18/10/2023 08:25,Maquina 1,0.670047
18/10/2023 08:25,Maquina 2,4
18/10/2023 08:25,Maquina 1,1.384591
18/10/2023 08:26,Maquina 2,3
18/10/2023 08:26,Maquina 1,3.633632
18/10/2023 08:26,Maquina 2,3
18/10/2023 08:26,Maquina 1,0.968552
18/10/2023 08:26,Maquina 2,5
18/10/2023 08:26,Maquina 1,0.149136
18/10/2023 08:26,Maquina 2,1
18/10/2023 08:26,Maquina 2,2
18/10/2023 08:26,Maquina 2,4
18/10/2023 08:26,Maquina 1,3.414979
18/10/2023 08:27,Maquina 1,3.228192
18/10/2023 08:27,Maquina 1,5.559952
18/10/2023 08:27,Maquina 1,0.190705
18/10/2023 08:27,Maquina 2,3
18/10/2023 08:27,Maquina 2,4
18/10/2023 08:28,Maquina 2,4
18/10/2023 08:28,Maquina 1,0.570591
18/10/2023 08:28,Maquina 1,1.64906
18/10/2023 08:28,Maquina 2,4
18/10/2023 08:28,Maquina 1,0.15754
18/10/2023 08:28,Maquina 1,2.866646
18/10/2023 08:28,Maquina 1,0.100087
18/10/2023 08:28,Maquina 2,4
18/10/2023 08:28,Maquina 2,2
18/10/2023 08:28,Maquina 1,0.68786
18/10/2023 08:28,Maquina 1,9.548476
18/10/2023 08:28,Maquina 1,3.635456
18/10/2023 08:29,Maquina 2,5
18/10/2023 08:29,Maquina 1,8.44656
18/10/2023 08:29,Maquina 1,1.286253
18/10/2023 08:29,Maquina 1,0.721995
18/10/2023 08:29,Maquina 1,1.401645
18/10/2023 08:29,Maquina 2,2
18/10/2023 08:29,Maquina 1,2.775564
18/10/2023 08:29,Maquina 2,2
18/10/2023 08:29,Maquina 1,5.488812
18/10/2023 08:29,Maquina 1,0.83939
18/10/2023 08:29,Maquina 2,2
18/10/2023 08:29,Maquina 1,7.965498
18/10/2023 08:29,Maquina 1,0.937241
18/10/2023 08:30,Maquina 2,1
18/10/2023 08:30,Maquina 1,8.328844
18/10/2023 08:30,Maquina 1,0.43167
18/10/2023 08:30,Maquina 2,5
18/10/2023 08:30,Maquina 1,0.491875
18/10/2023 08:30,Maquina 1,1.78847
18/10/2023 08:30,Maquina 2,5
18/10/2023 08:30,Maquina 1,2.787627
18/10/2023 08:30,Maquina 2,5
18/10/2023 08:30,Maquina 1,0.835654
18/10/2023 08:31,Maquina 2,3
18/10/2023 08:31,Maquina 2,2
18/10/2023 08:31,Maquina 2,3
18/10/2023 08:31,Maquina 2,1
18/10/2023 08:31,Maquina 1,0.808165
18/10/2023 08:31,Maquina 2,2
18/10/2023 08:31,Maquina 1,3.715577
18/10/2023 08:31,Maquina 1,0.84724
18/10/2023 08:31,Maquina 1,4.22327
18/10/2023 08:31,Maquina 1,1.378323
18/10/2023 08:32,Maquina 2,1
18/10/2023 08:32,Maquina 1,6.793147
18/10/2023 08:32,Maquina 1,5.731
18/10/2023 08:32,Maquina 2,4
18/10/2023 08:32,Maquina 2,5
18/10/2023 08:32,Maquina 1,5.503888
18/10/2023 08:32,Maquina 1,1.471973
18/10/2023 08:33,Maquina 1,5.637852
18/10/2023 08:33,Maquina 1,3.93897
18/10/2023 08:33,Maquina 2,3
18/10/2023 08:33,Maquina 1,2.113109
18/10/2023 08:33,Maquina 2,1
18/10/2023 08:33,Maquina 1,1.99327
18/10/2023 08:34,Maquina 1,0.404977
18/10/2023 08:34,Maquina 1,2.483795
18/10/2023 08:34,Maquina 1,1.783473
18/10/2023 08:34,Maquina 2,2
18/10/2023 08:34,Maquina 1,4.35821
18/10/2023 08:34,Maquina 1,4.165679
18/10/2023 08:34,Maquina 2,2
18/10/2023 08:34,Maquina 2,1
18/10/2023 08:34,Maquina 1,0.328763
18/10/2023 08:34,Maquina 1,4.687042
18/10/2023 08:34,Maquina 1,2.384394
18/10/2023 08:35,Maquina 2,3
18/10/2023 08:35,Maquina 1,1.204625
18/10/2023 08:35,Maquina 1,0.163457
18/10/2023 08:35,Maquina 2,4
18/10/2023 08:35,Maquina 1,0.29093
18/10/2023 08:35,Maquina 2,3
18/10/2023 08:35,Maquina 2,5
18/10/2023 08:35,Maquina 1,1.565012
18/10/2023 08:35,Maquina 2,5
18/10/2023 08:35,Maquina 1,1.43203
18/10/2023 08:35,Maquina 1,2.155437
18/10/2023 08:35,Maquina 2,3
18/10/2023 08:35,Maquina 2,1
18/10/2023 08:35,Maquina 1,4.970303
18/10/2023 08:35,Maquina 1,0.512645
18/10/2023 08:35,Maquina 1,3.126756
18/10/2023 08:36,Maquina 1,2.462912
18/10/2023 08:36,Maquina 2,3
18/10/2023 08:36,Maquina 1,3.404497
18/10/2023 08:36,Maquina 2,3
18/10/2023 08:36,Maquina 2,3
18/10/2023 08:36,Maquina 2,5
18/10/2023 08:36,Maquina 2,2
18/10/2023 08:36,Maquina 2,2
18/10/2023 08:36,Maquina 2,1
18/10/2023 08:36,Maquina 1,6.334757
18/10/2023 08:36,Maquina 1,1.852343
18/10/2023 08:37,Maquina 2,4
18/10/2023 08:37,Maquina 1,0.964548
18/10/2023 08:37,Maquina 2,3
18/10/2023 08:37,Maquina 2,3
18/10/2023 08:37,Maquina 1,4.660577
18/10/2023 08:37,Maquina 2,5
18/10/2023 08:37,Maquina 2,5
18/10/2023 08:37,Maquina 2,3
18/10/2023 08:37,Maquina 1,3.246981
18/10/2023 08:37,Maquina 2,2
18/10/2023 08:37,Maquina 1,9.65735
18/10/2023 08:37,Maquina 1,3.926072
18/10/2023 08:37,Maquina 2,1
18/10/2023 08:37,Maquina 1,0.558049
18/10/2023 08:37,Maquina 1,1.423604
18/10/2023 08:37,Maquina 1,0.728333
18/10/2023 08:37,Maquina 1,3.3465
18/10/2023 08:37,Maquina 2,5
18/10/2023 08:37,Maquina 1,4.2583
18/10/2023 08:38,Maquina 2,3
18/10/2023 08:38,Maquina 2,3
18/10/2023 08:38,Maquina 2,3
18/10/2023 08:38,Maquina 2,4
18/10/2023 08:38,Maquina 1,1.40768
18/10/2023 08:38,Maquina 1,2.401115
18/10/2023 08:38,Maquina 2,4
18/10/2023 08:38,Maquina 2,4
18/10/2023 08:38,Maquina 2,5
18/10/2023 08:38,Maquina 1,0.265072
18/10/2023 08:38,Maquina 1,0.616738
18/10/2023 08:38,Maquina 2,3
18/10/2023 08:38,Maquina 2,3
18/10/2023 08:38,Maquina 2,1
18/10/2023 08:38,Maquina 2,2
18/10/2023 08:39,Maquina 2,4
18/10/2023 08:39,Maquina 2,3
18/10/2023 08:39,Maquina 1,0.409214
18/10/2023 08:39,Maquina 2,4
18/10/2023 08:39,Maquina 1,1.454223
18/10/2023 08:39,Maquina 2,5
18/10/2023 08:39,Maquina 2,5
18/10/2023 08:39,Maquina 2,1
18/10/2023 08:39,Maquina 2,2
18/10/2023 08:39,Maquina 2,1
18/10/2023 08:39,Maquina 1,2.124022
18/10/2023 08:39,Maquina 2,2
18/10/2023 08:39,Maquina 1,6.970587
18/10/2023 08:39,Maquina 2,5
18/10/2023 08:39,Maquina 2,1
18/10/2023 08:40,Maquina 1,7.852877
18/10/2023 08:40,Maquina 2,5
18/10/2023 08:40,Maquina 2,1
18/10/2023 08:40,Maquina 1,1.959541
18/10/2023 08:40,Maquina 2,1
18/10/2023 08:40,Maquina 1,1.263201
18/10/2023 08:40,Maquina 1,0.351133
18/10/2023 08:40,Maquina 1,1.831913
18/10/2023 08:40,Maquina 2,5
18/10/2023 08:40,Maquina 1,1.11027
18/10/2023 08:40,Maquina 2,4
18/10/2023 08:41,Maquina 2,4
18/10/2023 08:41,Maquina 2,5
18/10/2023 08:41,Maquina 2,2
18/10/2023 08:41,Maquina 2,1
18/10/2023 08:41,Maquina 1,6.105246
18/10/2023 08:41,Maquina 1,3.576793
18/10/2023 08:42,Maquina 1,2.556305
18/10/2023 08:42,Maquina 1,1.323664
18/10/2023 08:42,Maquina 2,1
18/10/2023 08:42,Maquina 1,3.673858
18/10/2023 08:42,Maquina 2,5
18/10/2023 08:42,Maquina 2,3
18/10/2023 08:42,Maquina 1,0.747748
18/10/2023 08:42,Maquina 1,0.632751
18/10/2023 08:42,Maquina 2,2
18/10/2023 08:42,Maquina 2,1
18/10/2023 08:42,Maquina 2,4
18/10/2023 08:42,Maquina 2,1
18/10/2023 08:43,Maquina 2,5
18/10/2023 08:43,Maquina 2,1
18/10/2023 08:43,Maquina 1,0.178352
18/10/2023 08:43,Maquina 1,4.145675
18/10/2023 08:43,Maquina 1,2.932306
18/10/2023 08:43,Maquina 2,4
18/10/2023 08:43,Maquina 1,2.235543
18/10/2023 08:43,Maquina 2,4
18/10/2023 08:43,Maquina 2,3
18/10/2023 08:44,Maquina 1,8.932719
18/10/2023 08:44,Maquina 1,0.976795
18/10/2023 08:44,Maquina 2,3
18/10/2023 08:44,Maquina 2,2
18/10/2023 08:44,Maquina 2,4
18/10/2023 08:44,Maquina 1,1.269032
18/10/2023 08:44,Maquina 2,1
18/10/2023 08:44,Maquina 2,1
18/10/2023 08:44,Maquina 1,0.387201
18/10/2023 08:44,Maquina 2,5
18/10/2023 08:44,Maquina 2,3
18/10/2023 08:44,Maquina 1,3.988479
18/10/2023 08:44,Maquina 2,1
18/10/2023 08:44,Maquina 1,0.723781
18/10/2023 08:45,Maquina 1,4.910171
18/10/2023 08:45,Maquina 2,2
18/10/2023 08:45,Maquina 1,1.606617
18/10/2023 08:45,Maquina 2,4
18/10/2023 08:45,Maquina 1,9.488986
18/10/2023 08:45,Maquina 1,0.18561
18/10/2023 08:45,Maquina 2,2
18/10/2023 08:45,Maquina 1,0.844222
18/10/2023 08:45,Maquina 1,2.98789
18/10/2023 08:45,Maquina 2,3
18/10/2023 08:45,Maquina 1,1.416752
18/10/2023 08:46,Maquina 1,5.501235
18/10/2023 08:46,Maquina 2,4
18/10/2023 08:46,Maquina 1,1.430581
18/10/2023 08:46,Maquina 2,5
18/10/2023 08:46,Maquina 2,5
18/10/2023 08:46,Maquina 2,4
18/10/2023 08:46,Maquina 2,2
18/10/2023 08:46,Maquina 1,2.76491
18/10/2023 08:46,Maquina 1,1.759868
18/10/2023 08:46,Maquina 2,4
18/10/2023 08:46,Maquina 1,1.77023
18/10/2023 08:46,Maquina 2,4
18/10/2023 08:46,Maquina 2,1
18/10/2023 08:47,Maquina 2,2
18/10/2023 08:47,Maquina 1,2.634289
18/10/2023 08:47,Maquina 1,8.54268
18/10/2023 08:47,Maquina 1,1.679073
18/10/2023 08:47,Maquina 1,0.325617
18/10/2023 08:47,Maquina 1,3.612771
18/10/2023 08:47,Maquina 1,1.357309
18/10/2023 08:47,Maquina 1,0.868485
18/10/2023 08:47,Maquina 1,0.803724
18/10/2023 08:47,Maquina 1,0.465488
18/10/2023 08:47,Maquina 2,4
18/10/2023 08:47,Maquina 2,5
18/10/2023 08:47,Maquina 1,0.18261
18/10/2023 08:48,Maquina 2,5
18/10/2023 08:48,Maquina 1,8.965005
18/10/2023 08:48,Maquina 2,5
18/10/2023 08:48,Maquina 2,3
18/10/2023 08:48,Maquina 2,3
18/10/2023 08:48,Maquina 1,0.543466
18/10/2023 08:48,Maquina 1,2.11981
18/10/2023 08:48,Maquina 2,5
18/10/2023 08:48,Maquina 1,6.819447
18/10/2023 08:48,Maquina 1,1.19979
18/10/2023 08:48,Maquina 1,0.241499
18/10/2023 08:48,Maquina 2,2
18/10/2023 08:48,Maquina 1,0.686267
18/10/2023 08:48,Maquina 2,1
18/10/2023 08:49,Maquina 2,1
18/10/2023 08:49,Maquina 1,1.309257
18/10/2023 08:49,Maquina 1,0.3601
18/10/2023 08:49,Maquina 2,5
18/10/2023 08:49,Maquina 1,3.57415
18/10/2023 08:49,Maquina 1,0.23723
18/10/2023 08:49,Maquina 1,4.222546
18/10/2023 08:49,Maquina 2,1
18/10/2023 08:49,Maquina 1,3.267994
18/10/2023 08:49,Maquina 2,3
18/10/2023 08:49,Maquina 1,1.90062
18/10/2023 08:49,Maquina 2,4
18/10/2023 08:49,Maquina 2,1
18/10/2023 08:49,Maquina 2,3
18/10/2023 08:50,Maquina 1,2.932
18/10/2023 08:50,Maquina 2,5
18/10/2023 08:50,Maquina 2,5
18/10/2023 08:50,Maquina 1,3.512065
18/10/2023 08:50,Maquina 2,1
18/10/2023 08:50,Maquina 2,2
18/10/2023 08:50,Maquina 1,0.186862
18/10/2023 08:50,Maquina 1,1.764
18/10/2023 08:51,Maquina 1,2.388289
18/10/2023 08:51,Maquina 2,2
18/10/2023 08:51,Maquina 2,3
18/10/2023 08:51,Maquina 1,3.533485
18/10/2023 08:51,Maquina 1,3.805111
18/10/2023 08:51,Maquina 1,0.307862
18/10/2023 08:52,Maquina 1,0.187038
18/10/2023 08:52,Maquina 2,4
18/10/2023 08:52,Maquina 2,5
18/10/2023 08:52,Maquina 1,2.552406
18/10/2023 08:52,Maquina 2,2
18/10/2023 08:52,Maquina 1,0.578701
18/10/2023 08:52,Maquina 2,1
18/10/2023 08:52,Maquina 1,3.340201
18/10/2023 08:52,Maquina 1,3.571302
18/10/2023 08:53,Maquina 1,5.536879
18/10/2023 08:53,Maquina 1,1.782388
18/10/2023 08:53,Maquina 2,3
18/10/2023 08:53,Maquina 2,2
18/10/2023 08:53,Maquina 1,0.10041
18/10/2023 08:53,Maquina 1,1.508019
18/10/2023 08:53,Maquina 2,5
18/10/2023 08:53,Maquina 2,3
18/10/2023 08:53,Maquina 1,7.775803
18/10/2023 08:54,Maquina 2,4
18/10/2023 08:54,Maquina 2,1
18/10/2023 08:54,Maquina 2,1
18/10/2023 08:54,Maquina 2,2
18/10/2023 08:54,Maquina 2,4
18/10/2023 08:54,Maquina 1,9.307755
18/10/2023 08:54,Maquina 1,3.361983
18/10/2023 08:54,Maquina 2,4
18/10/2023 08:54,Maquina 2,3
18/10/2023 08:54,Maquina 1,4.744234
18/10/2023 08:54,Maquina 1,0.132007
18/10/2023 08:54,Maquina 2,5
18/10/2023 08:54,Maquina 1,7.251201
18/10/2023 08:54,Maquina 1,3.559546
18/10/2023 08:54,Maquina 1,1.934551
18/10/2023 08:55,Maquina 2,3
18/10/2023 08:55,Maquina 1,1.834395
18/10/2023 08:55,Maquina 1,1.998401
18/10/2023 08:55,Maquina 2,3
18/10/2023 08:55,Maquina 1,1.261361
18/10/2023 08:55,Maquina 2,5
18/10/2023 08:55,Maquina 2,3
18/10/2023 08:55,Maquina 2,3
18/10/2023 08:55,Maquina 1,4.987746
18/10/2023 08:55,Maquina 2,4
18/10/2023 08:56,Maquina 1,1.351601
18/10/2023 08:56,Maquina 1,2.389941
18/10/2023 08:56,Maquina 1,3.315598
18/10/2023 08:56,Maquina 1,1.71449
18/10/2023 08:56,Maquina 1,1.857285
18/10/2023 08:56,Maquina 2,1
18/10/2023 08:56,Maquina 1,0.714295
18/10/2023 08:56,Maquina 2,5
18/10/2023 08:56,Maquina 2,2
18/10/2023 08:57,Maquina 2,2
18/10/2023 08:57,Maquina 2,2
18/10/2023 08:57,Maquina 2,2
18/10/2023 08:57,Maquina 2,5
18/10/2023 08:57,Maquina 1,4.396818
18/10/2023 08:57,Maquina 2,1
18/10/2023 08:57,Maquina 1,1.467894
18/10/2023 08:57,Maquina 1,3.67617
18/10/2023 08:57,Maquina 1,1.459458
18/10/2023 08:57,Maquina 1,3.291032
18/10/2023 08:57,Maquina 2,5
18/10/2023 08:57,Maquina 1,3.207857
18/10/2023 08:57,Maquina 2,3
18/10/2023 08:57,Maquina 2,2
18/10/2023 08:57,Maquina 1,4.4889
18/10/2023 08:57,Maquina 1,1.115221
18/10/2023 08:57,Maquina 2,1
18/10/2023 08:58,Maquina 2,4
18/10/2023 08:58,Maquina 1,3.895835
18/10/2023 08:58,Maquina 1,7.695299
18/10/2023 08:58,Maquina 2,5
18/10/2023 08:58,Maquina 2,2
18/10/2023 08:58,Maquina 1,1.278551
18/10/2023 08:58,Maquina 2,4
18/10/2023 08:58,Maquina 2,1
18/10/2023 08:58,Maquina 1,1.225117
18/10/2023 08:58,Maquina 1,0.126834
18/10/2023 08:58,Maquina 1,0.577814
18/10/2023 08:58,Maquina 2,3
18/10/2023 08:58,Maquina 2,5
18/10/2023 08:58,Maquina 2,3
18/10/2023 08:59,Maquina 1,6.115076
