Fecha,Maquina,s
18/10/2023 15:04,Maquina 1,1.306146
18/10/2023 15:05,Maquina 2,3
18/10/2023 15:05,Maquina 2,4
18/10/2023 15:05,Maquina 2,4
18/10/2023 15:05,Maquina 2,2
18/10/2023 15:05,Maquina 2,3
18/10/2023 15:05,Maquina 1,0.729208
18/10/2023 15:05,Maquina 2,4
18/10/2023 15:05,Maquina 2,3
18/10/2023 15:05,Maquina 2,2
18/10/2023 15:05,Maquina 1,0.384902
18/10/2023 15:05,Maquina 1,1.42227
18/10/2023 15:05,Maquina 2,1
18/10/2023 15:06,Maquina 2,2
18/10/2023 15:06,Maquina 1,5.169841
18/10/2023 15:06,Maquina 2,2
18/10/2023 15:06,Maquina 1,6.4382
18/10/2023 15:06,Maquina 2,3
18/10/2023 15:06,Maquina 1,3.193464
18/10/2023 15:06,Maquina 1,1.335023
18/10/2023 15:06,Maquina 2,5
18/10/2023 15:06,Maquina 1,2.261271
18/10/2023 15:07,Maquina 2,2
18/10/2023 15:07,Maquina 2,4
18/10/2023 15:07,Maquina 1,2.762025
18/10/2023 15:07,Maquina 1,5.294524
18/10/2023 15:07,Maquina 1,0.932704
18/10/2023 15:07,Maquina 2,3
18/10/2023 15:07,Maquina 2,3
18/10/2023 15:07,Maquina 1,0.302276
18/10/2023 15:07,Maquina 2,3
18/10/2023 15:08,Maquina 2,3
18/10/2023 15:08,Maquina 2,2
18/10/2023 15:08,Maquina 2,3
18/10/2023 15:08,Maquina 2,1
18/10/2023 15:08,Maquina 2,1
18/10/2023 15:08,Maquina 1,2.345722
18/10/2023 15:08,Maquina 2,1
18/10/2023 15:08,Maquina 2,3
18/10/2023 15:08,Maquina 1,2.112282
18/10/2023 15:08,Maquina 2,2
18/10/2023 15:08,Maquina 2,5
18/10/2023 15:08,Maquina 1,7.268438
18/10/2023 15:09,Maquina 2,4
18/10/2023 15:09,Maquina 2,3
18/10/2023 15:09,Maquina 2,3
18/10/2023 15:09,Maquina 2,4
18/10/2023 15:09,Maquina 1,0.375934
18/10/2023 15:09,Maquina 2,4
18/10/2023 15:09,Maquina 1,0.442936
18/10/2023 15:09,Maquina 2,1
18/10/2023 15:09,Maquina 2,5
18/10/2023 15:09,Maquina 1,6.60403
18/10/2023 15:09,Maquina 2,3
18/10/2023 15:10,Maquina 2,5
18/10/2023 15:10,Maquina 2,2
18/10/2023 15:10,Maquina 2,2
18/10/2023 15:10,Maquina 1,5.605501
18/10/2023 15:10,Maquina 2,5
18/10/2023 15:10,Maquina 1,1.370036
18/10/2023 15:10,Maquina 1,1.4991
18/10/2023 15:11,Maquina 2,4
18/10/2023 15:11,Maquina 2,2
18/10/2023 15:11,Maquina 2,2
18/10/2023 15:11,Maquina 2,3
18/10/2023 15:11,Maquina 1,1.643233
18/10/2023 15:11,Maquina 2,2
18/10/2023 15:11,Maquina 1,2.320165
18/10/2023 15:11,Maquina 1,1.38434
18/10/2023 15:11,Maquina 1,7.476627
18/10/2023 15:11,Maquina 1,3.797853
18/10/2023 15:11,Maquina 1,5.984452
18/10/2023 15:11,Maquina 2,3
18/10/2023 15:12,Maquina 1,0.2187
18/10/2023 15:12,Maquina 1,4.36429
18/10/2023 15:12,Maquina 1,0.829184
18/10/2023 15:12,Maquina 2,4
18/10/2023 15:12,Maquina 2,3
18/10/2023 15:12,Maquina 2,3
18/10/2023 15:12,Maquina 1,9.935817
18/10/2023 15:12,Maquina 1,2.526113
18/10/2023 15:13,Maquina 2,1
18/10/2023 15:13,Maquina 2,5
18/10/2023 15:13,Maquina 2,4
18/10/2023 15:13,Maquina 1,2.598452
18/10/2023 15:13,Maquina 2,1
18/10/2023 15:13,Maquina 1,3.71065
18/10/2023 15:13,Maquina 1,0.371834
18/10/2023 15:13,Maquina 2,1
18/10/2023 15:13,Maquina 1,9.85161
18/10/2023 15:13,Maquina 2,2
18/10/2023 15:13,Maquina 1,5.646248
18/10/2023 15:13,Maquina 2,5
18/10/2023 15:13,Maquina 2,3
18/10/2023 15:14,Maquina 2,5
18/10/2023 15:14,Maquina 2,3
18/10/2023 15:14,Maquina 2,4
18/10/2023 15:14,Maquina 2,2
18/10/2023 15:14,Maquina 1,0.935051
18/10/2023 15:14,Maquina 1,2.789859
18/10/2023 15:14,Maquina 1,2.259588
18/10/2023 15:14,Maquina 2,4
18/10/2023 15:14,Maquina 1,0.983175
18/10/2023 15:14,Maquina 2,4
18/10/2023 15:14,Maquina 1,0.281171
18/10/2023 15:15,Maquina 1,3.437212
18/10/2023 15:15,Maquina 2,3
18/10/2023 15:15,Maquina 2,3
18/10/2023 15:15,Maquina 1,0.280351
18/10/2023 15:15,Maquina 2,3
18/10/2023 15:15,Maquina 2,5
18/10/2023 15:15,Maquina 1,1.173785
18/10/2023 15:15,Maquina 2,3
18/10/2023 15:15,Maquina 2,4
18/10/2023 15:15,Maquina 1,3.742191
18/10/2023 15:15,Maquina 1,2.871721
18/10/2023 15:16,Maquina 1,0.28854
18/10/2023 15:16,Maquina 1,2.890227
18/10/2023 15:16,Maquina 2,1
18/10/2023 15:16,Maquina 2,5
18/10/2023 15:16,Maquina 2,1
18/10/2023 15:16,Maquina 2,5
18/10/2023 15:16,Maquina 1,1.575635
18/10/2023 15:16,Maquina 1,0.860358
18/10/2023 15:17,Maquina 1,3.809538
18/10/2023 15:17,Maquina 2,5
18/10/2023 15:17,Maquina 1,3.734403
18/10/2023 15:17,Maquina 2,1
18/10/2023 15:17,Maquina 2,3
18/10/2023 15:17,Maquina 1,3.89126
18/10/2023 15:17,Maquina 1,1.705542
18/10/2023 15:17,Maquina 1,1.1371
18/10/2023 15:17,Maquina 2,1
18/10/2023 15:17,Maquina 2,2
18/10/2023 15:17,Maquina 1,1.973367
18/10/2023 15:18,Maquina 2,5
18/10/2023 15:18,Maquina 2,4
18/10/2023 15:18,Maquina 2,1
18/10/2023 15:18,Maquina 2,2
18/10/2023 15:18,Maquina 2,1
18/10/2023 15:18,Maquina 1,2.739161
18/10/2023 15:18,Maquina 1,0.845163
18/10/2023 15:18,Maquina 2,2
18/10/2023 15:18,Maquina 1,4.985814
18/10/2023 15:18,Maquina 1,1.170492
18/10/2023 15:19,Maquina 2,1
18/10/2023 15:19,Maquina 2,1
18/10/2023 15:19,Maquina 1,2.425544
18/10/2023 15:19,Maquina 1,2.926179
18/10/2023 15:19,Maquina 1,3.27933
18/10/2023 15:19,Maquina 2,1
18/10/2023 15:19,Maquina 1,7.969556
18/10/2023 15:19,Maquina 1,1.71919
18/10/2023 15:19,Maquina 2,1
18/10/2023 15:20,Maquina 1,2.983726
18/10/2023 15:20,Maquina 2,1
18/10/2023 15:20,Maquina 2,3
18/10/2023 15:20,Maquina 2,2
18/10/2023 15:20,Maquina 1,1.232896
18/10/2023 15:20,Maquina 1,0.656407
18/10/2023 15:20,Maquina 2,4
18/10/2023 15:20,Maquina 2,2
18/10/2023 15:20,Maquina 1,3.597124
18/10/2023 15:21,Maquina 2,5
18/10/2023 15:21,Maquina 2,5
18/10/2023 15:21,Maquina 2,1
18/10/2023 15:21,Maquina 1,1.990354
18/10/2023 15:21,Maquina 2,3
18/10/2023 15:21,Maquina 2,3
18/10/2023 15:21,Maquina 1,2.990262
18/10/2023 15:21,Maquina 2,5
18/10/2023 15:21,Maquina 2,1
18/10/2023 15:21,Maquina 1,0.918572
18/10/2023 15:21,Maquina 1,2.480804
18/10/2023 15:21,Maquina 2,4
18/10/2023 15:22,Maquina 2,2
18/10/2023 15:22,Maquina 1,0.556756
18/10/2023 15:22,Maquina 1,2.157767
18/10/2023 15:22,Maquina 1,2.86896
18/10/2023 15:22,Maquina 2,5
18/10/2023 15:22,Maquina 1,0.70074
18/10/2023 15:22,Maquina 1,0.5133
18/10/2023 15:22,Maquina 2,1
18/10/2023 15:22,Maquina 2,1
18/10/2023 15:22,Maquina 1,6.398444
18/10/2023 15:22,Maquina 1,1.538298
18/10/2023 15:23,Maquina 1,6.193563
18/10/2023 15:23,Maquina 2,4
18/10/2023 15:23,Maquina 2,3
18/10/2023 15:23,Maquina 2,5
18/10/2023 15:23,Maquina 1,6.566
18/10/2023 15:23,Maquina 2,4
18/10/2023 15:23,Maquina 1,5.676305
18/10/2023 15:23,Maquina 1,0.151966
18/10/2023 15:23,Maquina 1,0.345589
18/10/2023 15:23,Maquina 2,4
18/10/2023 15:23,Maquina 1,7.182582
18/10/2023 15:24,Maquina 1,1.77309
18/10/2023 15:24,Maquina 2,4
18/10/2023 15:24,Maquina 2,2
18/10/2023 15:24,Maquina 2,4
18/10/2023 15:24,Maquina 1,0.430979
18/10/2023 15:24,Maquina 2,3
18/10/2023 15:24,Maquina 2,3
18/10/2023 15:24,Maquina 1,1.481599
18/10/2023 15:24,Maquina 1,1.264643
18/10/2023 15:24,Maquina 2,3
18/10/2023 15:24,Maquina 2,5
18/10/2023 15:24,Maquina 1,3.482963
18/10/2023 15:24,Maquina 1,0.229255
18/10/2023 15:25,Maquina 2,4
18/10/2023 15:25,Maquina 1,4.837209
18/10/2023 15:25,Maquina 2,1
18/10/2023 15:25,Maquina 1,2.121534
18/10/2023 15:25,Maquina 2,5
18/10/2023 15:25,Maquina 2,5
18/10/2023 15:25,Maquina 1,5.36748
18/10/2023 15:25,Maquina 2,1
18/10/2023 15:25,Maquina 1,1.251153
18/10/2023 15:25,Maquina 1,0.418
18/10/2023 15:25,Maquina 2,5
18/10/2023 15:25,Maquina 1,2.335482
18/10/2023 15:25,Maquina 1,0.23656
18/10/2023 15:25,Maquina 1,3.419392
18/10/2023 15:26,Maquina 2,3
18/10/2023 15:26,Maquina 2,3
18/10/2023 15:26,Maquina 2,4
18/10/2023 15:26,Maquina 2,5
18/10/2023 15:26,Maquina 1,5.602444
18/10/2023 15:26,Maquina 1,1.889291
18/10/2023 15:26,Maquina 2,4
18/10/2023 15:26,Maquina 2,2
18/10/2023 15:27,Maquina 1,1.408736
18/10/2023 15:27,Maquina 1,2.4737
18/10/2023 15:27,Maquina 1,0.704591
18/10/2023 15:27,Maquina 1,0.64972
18/10/2023 15:27,Maquina 1,1.20825
18/10/2023 15:27,Maquina 2,5
18/10/2023 15:27,Maquina 2,1
18/10/2023 15:28,Maquina 1,0.96258
18/10/2023 15:28,Maquina 2,4
18/10/2023 15:28,Maquina 2,1
18/10/2023 15:28,Maquina 2,4
18/10/2023 15:28,Maquina 1,6.479664
18/10/2023 15:28,Maquina 1,2.137265
18/10/2023 15:28,Maquina 2,2
18/10/2023 15:28,Maquina 1,5.267803
18/10/2023 15:28,Maquina 2,2
18/10/2023 15:28,Maquina 2,2
18/10/2023 15:29,Maquina 1,1.682686
18/10/2023 15:29,Maquina 1,0.125307
18/10/2023 15:29,Maquina 2,3
18/10/2023 15:29,Maquina 1,0.543877
18/10/2023 15:29,Maquina 1,6.487622
18/10/2023 15:29,Maquina 1,4.25002
18/10/2023 15:29,Maquina 2,1
18/10/2023 15:29,Maquina 1,1.65796
18/10/2023 15:29,Maquina 2,3
18/10/2023 15:29,Maquina 2,2
18/10/2023 15:29,Maquina 1,1.204014
18/10/2023 15:29,Maquina 1,2.49081
18/10/2023 15:29,Maquina 2,3
18/10/2023 15:29,Maquina 2,4
18/10/2023 15:29,Maquina 2,1
18/10/2023 15:29,Maquina 1,9.195999
18/10/2023 15:29,Maquina 1,0.68778
18/10/2023 15:30,Maquina 2,1
18/10/2023 15:30,Maquina 2,4
18/10/2023 15:30,Maquina 1,6.160233
18/10/2023 15:30,Maquina 1,4.775441
18/10/2023 15:30,Maquina 2,3
18/10/2023 15:30,Maquina 1,0.138095
18/10/2023 15:30,Maquina 2,5
18/10/2023 15:30,Maquina 2,3
18/10/2023 15:30,Maquina 2,2
18/10/2023 15:30,Maquina 2,2
18/10/2023 15:31,Maquina 2,4
18/10/2023 15:31,Maquina 2,4
18/10/2023 15:31,Maquina 1,2.50352
18/10/2023 15:31,Maquina 1,0.169302
18/10/2023 15:31,Maquina 1,7.595823
18/10/2023 15:31,Maquina 1,2.204585
18/10/2023 15:31,Maquina 1,3.84982
18/10/2023 15:31,Maquina 1,4.120858
18/10/2023 15:31,Maquina 2,4
18/10/2023 15:31,Maquina 2,3
18/10/2023 15:31,Maquina 2,3
18/10/2023 15:32,Maquina 2,4
18/10/2023 15:32,Maquina 1,8.985308
18/10/2023 15:32,Maquina 2,5
18/10/2023 15:32,Maquina 2,1
18/10/2023 15:32,Maquina 1,2.263072
18/10/2023 15:32,Maquina 1,1.716019
18/10/2023 15:32,Maquina 1,1.468025
18/10/2023 15:33,Maquina 2,2
18/10/2023 15:33,Maquina 1,0.624862
18/10/2023 15:33,Maquina 1,1.167431
18/10/2023 15:33,Maquina 2,5
18/10/2023 15:33,Maquina 2,3
18/10/2023 15:33,Maquina 1,3.276985
18/10/2023 15:33,Maquina 2,1
18/10/2023 15:33,Maquina 2,1
18/10/2023 15:33,Maquina 1,3.297313
18/10/2023 15:33,Maquina 2,5
18/10/2023 15:33,Maquina 1,5.709234
18/10/2023 15:33,Maquina 1,3.36059
18/10/2023 15:33,Maquina 1,2.59336
18/10/2023 15:33,Maquina 2,1
18/10/2023 15:33,Maquina 1,6.471081
18/10/2023 15:34,Maquina 2,1
18/10/2023 15:34,Maquina 2,5
18/10/2023 15:34,Maquina 2,1
18/10/2023 15:34,Maquina 1,1.347745
18/10/2023 15:34,Maquina 1,0.647943
18/10/2023 15:34,Maquina 1,0.312561
18/10/2023 15:34,Maquina 2,5
18/10/2023 15:34,Maquina 1,1.955824
18/10/2023 15:34,Maquina 2,5
18/10/2023 15:35,Maquina 2,4
18/10/2023 15:35,Maquina 1,4.901173
18/10/2023 15:35,Maquina 2,4
18/10/2023 15:35,Maquina 2,5
18/10/2023 15:35,Maquina 1,2.762444
18/10/2023 15:35,Maquina 2,5
18/10/2023 15:35,Maquina 1,5.118787
18/10/2023 15:35,Maquina 1,2.151609
18/10/2023 15:35,Maquina 2,5
18/10/2023 15:35,Maquina 2,1
18/10/2023 15:35,Maquina 1,7.519351
18/10/2023 15:35,Maquina 2,2
18/10/2023 15:35,Maquina 1,0.592776
18/10/2023 15:35,Maquina 2,1
18/10/2023 15:36,Maquina 1,0.670736
18/10/2023 15:36,Maquina 2,4
18/10/2023 15:36,Maquina 1,0.4449
18/10/2023 15:36,Maquina 2,3
18/10/2023 15:36,Maquina 1,0.308745
18/10/2023 15:36,Maquina 1,4.666402
18/10/2023 15:36,Maquina 1,3.534533
18/10/2023 15:36,Maquina 1,4.512893
18/10/2023 15:36,Maquina 1,2.956522
18/10/2023 15:36,Maquina 1,0.887521
18/10/2023 15:36,Maquina 2,4
18/10/2023 15:36,Maquina 2,3
18/10/2023 15:37,Maquina 1,4.493109
18/10/2023 15:37,Maquina 1,1.31033
18/10/2023 15:37,Maquina 1,0.811624
18/10/2023 15:37,Maquina 1,5.126764
18/10/2023 15:37,Maquina 2,1
18/10/2023 15:37,Maquina 1,1.494039
18/10/2023 15:37,Maquina 2,2
18/10/2023 15:37,Maquina 1,1.998188
18/10/2023 15:37,Maquina 2,4
18/10/2023 15:37,Maquina 2,3
18/10/2023 15:37,Maquina 1,2.83391
18/10/2023 15:37,Maquina 1,2.976937
18/10/2023 15:37,Maquina 1,1.358334
18/10/2023 15:37,Maquina 1,0.311747
18/10/2023 15:37,Maquina 2,1
18/10/2023 15:37,Maquina 1,4.567252
18/10/2023 15:37,Maquina 1,0.369825
18/10/2023 15:37,Maquina 2,2
18/10/2023 15:38,Maquina 1,2.188546
18/10/2023 15:38,Maquina 1,6.334789
18/10/2023 15:38,Maquina 1,4.707484
18/10/2023 15:38,Maquina 1,0.880283
18/10/2023 15:38,Maquina 1,0.516847
18/10/2023 15:38,Maquina 2,5
18/10/2023 15:38,Maquina 1,3.45285
18/10/2023 15:38,Maquina 1,1.250383
18/10/2023 15:38,Maquina 1,0.380944
18/10/2023 15:38,Maquina 2,1
18/10/2023 15:39,Maquina 2,3
18/10/2023 15:39,Maquina 1,7.626791
18/10/2023 15:39,Maquina 1,2.135425
18/10/2023 15:39,Maquina 2,2
18/10/2023 15:39,Maquina 1,1.486436
18/10/2023 15:39,Maquina 2,4
18/10/2023 15:39,Maquina 2,3
18/10/2023 15:39,Maquina 2,3
18/10/2023 15:39,Maquina 2,2
18/10/2023 15:39,Maquina 1,0.435536
18/10/2023 15:39,Maquina 1,0.314757
18/10/2023 15:40,Maquina 2,5
18/10/2023 15:40,Maquina 1,3.38601
18/10/2023 15:40,Maquina 1,0.789606
18/10/2023 15:40,Maquina 1,0.809997
18/10/2023 15:40,Maquina 1,0.304292
18/10/2023 15:40,Maquina 2,5
18/10/2023 15:40,Maquina 2,5
18/10/2023 15:40,Maquina 1,3.710132
18/10/2023 15:40,Maquina 1,0.52546
18/10/2023 15:40,Maquina 2,4
18/10/2023 15:40,Maquina 2,1
18/10/2023 15:41,Maquina 1,2.384634
18/10/2023 15:41,Maquina 1,4.709409
18/10/2023 15:41,Maquina 2,1
18/10/2023 15:41,Maquina 1,3.297643
18/10/2023 15:41,Maquina 1,1.581688
18/10/2023 15:41,Maquina 2,5
18/10/2023 15:41,Maquina 1,1.30456
18/10/2023 15:41,Maquina 2,4
18/10/2023 15:41,Maquina 1,2.169582
18/10/2023 15:41,Maquina 1,0.824258
18/10/2023 15:41,Maquina 2,3
18/10/2023 15:41,Maquina 2,3
18/10/2023 15:41,Maquina 2,3
18/10/2023 15:41,Maquina 2,1
18/10/2023 15:41,Maquina 1,0.939053
18/10/2023 15:42,Maquina 2,3
18/10/2023 15:42,Maquina 2,5
18/10/2023 15:42,Maquina 1,4.144003
18/10/2023 15:42,Maquina 2,3
18/10/2023 15:42,Maquina 1,0.647483
18/10/2023 15:42,Maquina 2,5
18/10/2023 15:42,Maquina 1,8.94735
18/10/2023 15:42,Maquina 2,4
18/10/2023 15:42,Maquina 1,2.555709
18/10/2023 15:42,Maquina 2,4
18/10/2023 15:42,Maquina 2,1
18/10/2023 15:42,Maquina 1,1.34979
18/10/2023 15:42,Maquina 2,5
18/10/2023 15:42,Maquina 2,5
18/10/2023 15:42,Maquina 1,3.568209
18/10/2023 15:42,Maquina 1,0.452745
18/10/2023 15:43,Maquina 1,0.14793
18/10/2023 15:43,Maquina 2,2
18/10/2023 15:43,Maquina 1,5.54025
18/10/2023 15:43,Maquina 1,1.6538
18/10/2023 15:43,Maquina 1,4.439695
18/10/2023 15:43,Maquina 1,1.175474
18/10/2023 15:43,Maquina 2,2
18/10/2023 15:43,Maquina 1,4.255713
18/10/2023 15:44,Maquina 1,6.962749
18/10/2023 15:44,Maquina 1,2.117542
18/10/2023 15:44,Maquina 1,1.416073
18/10/2023 15:44,Maquina 1,1.154196
18/10/2023 15:44,Maquina 2,5
18/10/2023 15:44,Maquina 2,5
18/10/2023 15:44,Maquina 1,1.540587
18/10/2023 15:44,Maquina 2,4
18/10/2023 15:44,Maquina 1,0.205055
18/10/2023 15:44,Maquina 2,5
18/10/2023 15:44,Maquina 1,0.425901
18/10/2023 15:44,Maquina 1,0.281977
18/10/2023 15:44,Maquina 1,3.591623
18/10/2023 15:44,Maquina 2,5
18/10/2023 15:44,Maquina 1,1.561622
18/10/2023 15:44,Maquina 1,0.391081
18/10/2023 15:44,Maquina 2,4
18/10/2023 15:45,Maquina 2,2
18/10/2023 15:45,Maquina 1,3.22924
18/10/2023 15:45,Maquina 1,1.700134
18/10/2023 15:45,Maquina 2,5
18/10/2023 15:45,Maquina 1,5.595538
18/10/2023 15:45,Maquina 2,1
18/10/2023 15:45,Maquina 2,3
18/10/2023 15:45,Maquina 1,1.672606
18/10/2023 15:45,Maquina 1,3.279189
18/10/2023 15:45,Maquina 2,4
18/10/2023 15:45,Maquina 2,3
18/10/2023 15:45,Maquina 2,1
18/10/2023 15:46,Maquina 2,2
18/10/2023 15:46,Maquina 1,1.90708
18/10/2023 15:46,Maquina 1,1.404333
18/10/2023 15:46,Maquina 2,5
18/10/2023 15:46,Maquina 1,5.406092
18/10/2023 15:46,Maquina 2,4
18/10/2023 15:46,Maquina 2,4
18/10/2023 15:46,Maquina 1,6.300352
18/10/2023 15:46,Maquina 2,5
18/10/2023 15:46,Maquina 1,0.426387
18/10/2023 15:46,Maquina 2,1
18/10/2023 15:47,Maquina 2,3
18/10/2023 15:47,Maquina 1,0.945502
18/10/2023 15:47,Maquina 1,2.845552
18/10/2023 15:47,Maquina 2,4
18/10/2023 15:47,Maquina 1,0.372562
18/10/2023 15:47,Maquina 1,0.230832
18/10/2023 15:47,Maquina 2,5
18/10/2023 15:47,Maquina 1,1.968535
18/10/2023 15:47,Maquina 1,0.394339
18/10/2023 15:47,Maquina 2,2
18/10/2023 15:48,Maquina 2,4
18/10/2023 15:48,Maquina 2,3
18/10/2023 15:48,Maquina 1,2.608052
18/10/2023 15:48,Maquina 2,5
18/10/2023 15:48,Maquina 1,1.410725
18/10/2023 15:48,Maquina 2,2
18/10/2023 15:48,Maquina 1,2.453838
18/10/2023 15:48,Maquina 1,3.183436
18/10/2023 15:48,Maquina 2,5
18/10/2023 15:48,Maquina 2,3
18/10/2023 15:49,Maquina 2,2
18/10/2023 15:49,Maquina 2,1
18/10/2023 15:49,Maquina 1,0.67745
18/10/2023 15:49,Maquina 2,4
18/10/2023 15:49,Maquina 2,3
18/10/2023 15:49,Maquina 2,3
18/10/2023 15:49,Maquina 2,5
18/10/2023 15:49,Maquina 2,3
18/10/2023 15:49,Maquina 1,0.184743
18/10/2023 15:49,Maquina 2,3
18/10/2023 15:49,Maquina 1,1.415388
18/10/2023 15:49,Maquina 2,4
18/10/2023 15:50,Maquina 1,6.337101
18/10/2023 15:50,Maquina 1,1.851771
18/10/2023 15:50,Maquina 1,7.39898
18/10/2023 15:50,Maquina 1,0.220177
18/10/2023 15:50,Maquina 2,4
18/10/2023 15:50,Maquina 2,2
18/10/2023 15:50,Maquina 2,5
18/10/2023 15:50,Maquina 1,5.61147
18/10/2023 15:50,Maquina 2,5
18/10/2023 15:50,Maquina 2,1
18/10/2023 15:50,Maquina 2,3
18/10/2023 15:50,Maquina 1,4.577406
18/10/2023 15:50,Maquina 2,4
18/10/2023 15:50,Maquina 1,6.952865
18/10/2023 15:50,Maquina 2,4
18/10/2023 15:50,Maquina 2,1
18/10/2023 15:51,Maquina 1,2.623722
18/10/2023 15:51,Maquina 1,2.393495
18/10/2023 15:51,Maquina 1,0.688913
18/10/2023 15:51,Maquina 2,5
18/10/2023 15:51,Maquina 1,2.262428
18/10/2023 15:51,Maquina 2,4
18/10/2023 15:51,Maquina 1,1.681544
18/10/2023 15:51,Maquina 2,3
18/10/2023 15:51,Maquina 1,1.462109
18/10/2023 15:51,Maquina 1,0.593838
18/10/2023 15:51,Maquina 2,2
18/10/2023 15:51,Maquina 1,0.75178
18/10/2023 15:51,Maquina 2,5
18/10/2023 15:51,Maquina 2,4
18/10/2023 15:52,Maquina 2,5
18/10/2023 15:52,Maquina 2,3
18/10/2023 15:52,Maquina 1,7.618688
18/10/2023 15:52,Maquina 1,2.426394
18/10/2023 15:52,Maquina 1,4.979562
18/10/2023 15:52,Maquina 2,3
18/10/2023 15:52,Maquina 2,1
18/10/2023 15:52,Maquina 1,2.858872
18/10/2023 15:52,Maquina 1,4.449461
18/10/2023 15:52,Maquina 1,1.425823
18/10/2023 15:52,Maquina 2,3
18/10/2023 15:52,Maquina 1,6.331889
18/10/2023 15:52,Maquina 2,1
18/10/2023 15:52,Maquina 2,3
18/10/2023 15:52,Maquina 2,1
18/10/2023 15:52,Maquina 1,6.2486
18/10/2023 15:52,Maquina 1,1.872164
18/10/2023 15:53,Maquina 2,4
18/10/2023 15:53,Maquina 1,2.855354
18/10/2023 15:53,Maquina 2,5
18/10/2023 15:53,Maquina 1,3.62572
18/10/2023 15:53,Maquina 2,5
18/10/2023 15:53,Maquina 1,0.862747
18/10/2023 15:53,Maquina 2,4
18/10/2023 15:53,Maquina 1,2.290971
18/10/2023 15:53,Maquina 1,0.953242
18/10/2023 15:53,Maquina 1,2.351376
18/10/2023 15:54,Maquina 2,4
18/10/2023 15:54,Maquina 1,4.83946
18/10/2023 15:54,Maquina 2,2
18/10/2023 15:54,Maquina 1,6.893186
18/10/2023 15:54,Maquina 2,4
18/10/2023 15:54,Maquina 2,1
18/10/2023 15:54,Maquina 1,1.570877
18/10/2023 15:54,Maquina 2,1
18/10/2023 15:54,Maquina 2,4
18/10/2023 15:54,Maquina 2,1
18/10/2023 15:54,Maquina 2,5
18/10/2023 15:54,Maquina 2,1
18/10/2023 15:55,Maquina 1,3.968295
18/10/2023 15:55,Maquina 1,1.11881
18/10/2023 15:55,Maquina 2,4
18/10/2023 15:55,Maquina 2,3
18/10/2023 15:55,Maquina 2,3
18/10/2023 15:55,Maquina 1,3.84317
18/10/2023 15:55,Maquina 1,5.255562
18/10/2023 15:56,Maquina 2,3
18/10/2023 15:56,Maquina 2,2
18/10/2023 15:56,Maquina 2,1
18/10/2023 15:56,Maquina 1,0.988587
18/10/2023 15:56,Maquina 2,3
18/10/2023 15:56,Maquina 1,3.314771
18/10/2023 15:56,Maquina 2,1
18/10/2023 15:56,Maquina 1,2.932724
18/10/2023 15:56,Maquina 2,2
18/10/2023 15:56,Maquina 1,1.781694
18/10/2023 15:56,Maquina 1,1.618581
18/10/2023 15:57,Maquina 1,1.282722
18/10/2023 15:57,Maquina 2,1
18/10/2023 15:57,Maquina 2,2
18/10/2023 15:57,Maquina 1,3.233682
18/10/2023 15:57,Maquina 2,3
18/10/2023 15:57,Maquina 2,1
18/10/2023 15:57,Maquina 1,0.755737
18/10/2023 15:57,Maquina 1,0.984463
18/10/2023 15:58,Maquina 1,0.813428
18/10/2023 15:58,Maquina 1,2.231458
18/10/2023 15:59,Maquina 2,2
18/10/2023 15:59,Maquina 2,3
18/10/2023 15:59,Maquina 2,2
18/10/2023 15:59,Maquina 1,3.70989
18/10/2023 15:59,Maquina 1,3.57133
18/10/2023 15:59,Maquina 2,1
18/10/2023 15:59,Maquina 1,0.562894
18/10/2023 15:59,Maquina 2,1
18/10/2023 15:59,Maquina 1,0.51901
18/10/2023 15:59,Maquina 2,4
18/10/2023 15:59,Maquina 2,2
