Time;Object;Staytime
18/10/2023 9:35:07;MAQUINA;0,275215
18/10/2023 9:35:18;MAQUINA;2,000932
18/10/2023 9:35:34;MAQUINA;0,172989
18/10/2023 9:35:55;MAQUINA;3,512065
18/10/2023 9:36:29;MAQUINA;5,494683
18/10/2023 9:36:36;MAQUINA;3,479067
18/10/2023 9:37:25;MAQUINA;0,186862
18/10/2023 9:37:33;MAQUINA;1,007640
18/10/2023 9:37:46;MAQUINA;2,388289
18/10/2023 9:38:06;MAQUINA;2,973257
18/10/2023 9:38:06;MAQUINA2;2,000000
18/10/2023 9:38:13;MAQUINA;1,652491
18/10/2023 9:38:52;MAQUINA;3,805111
18/10/2023 9:38:56;MAQUINA2;5,000000
18/10/2023 9:39:13;MAQUINA;10,187038
18/10/2023 9:39:37;MAQUINA;1,014562
18/10/2023 9:39:46;MAQUINA;0,274863
18/10/2023 9:40:04;MAQUINA;2,552406
18/10/2023 9:40:14;MAQUINA;3,987225
18/10/2023 9:40:21;MAQUINA;0,578701
18/10/2023 9:40:38;MAQUINA;7,593633
18/10/2023 9:41:04;MAQUINA;3,340201
18/10/2023 9:41:17;MAQUINA;3,571302
18/10/2023 9:41:23;MAQUINA;5,536879
18/10/2023 9:41:24;MAQUINA2;3,000000
18/10/2023 9:41:45;MAQUINA;1,833944
18/10/2023 9:41:51;MAQUINA;3,478748
18/10/2023 9:42:08;MAQUINA;0,100410
18/10/2023 9:42:18;MAQUINA;0,128605
18/10/2023 9:42:28;MAQUINA;1,508019
18/10/2023 9:42:40;MAQUINA;7,775803
18/10/2023 9:43:07;MAQUINA;2,184730
18/10/2023 9:43:21;MAQUINA;1,058828
18/10/2023 9:43:31;MAQUINA2;1,000000
18/10/2023 9:43:35;MAQUINA2;2,000000
18/10/2023 9:43:40;MAQUINA2;1,000000
18/10/2023 9:43:41;MAQUINA;14,183334
18/10/2023 9:43:47;MAQUINA;1,265509
18/10/2023 9:43:53;MAQUINA;3,361983
18/10/2023 9:43:54;MAQUINA2;4,000000
18/10/2023 9:43:58;MAQUINA2;3,000000
18/10/2023 9:43:58;MAQUINA;4,744234
18/10/2023 9:43:59;MAQUINA;0,132007
18/10/2023 9:44:03;MAQUINA;0,256083
18/10/2023 9:44:40;MAQUINA;7,251201
18/10/2023 9:44:40;MAQUINA2;2,000000
18/10/2023 9:44:44;MAQUINA;1,934551
18/10/2023 9:44:59;MAQUINA2;3,000000
18/10/2023 9:45:04;MAQUINA;11,834395
18/10/2023 9:45:07;MAQUINA2;3,000000
18/10/2023 9:45:15;MAQUINA;1,956854
18/10/2023 9:45:30;MAQUINA;1,261361
18/10/2023 9:45:57;MAQUINA;0,009569
18/10/2023 9:46:09;MAQUINA;2,336500
18/10/2023 9:46:23;MAQUINA;4,987746
18/10/2023 9:46:36;MAQUINA;2,535048
18/10/2023 9:46:39;MAQUINA;1,432153
18/10/2023 9:47:30;MAQUINA;1,351601
18/10/2023 9:47:43;MAQUINA;2,389941
18/10/2023 9:47:47;MAQUINA;3,315598
18/10/2023 9:47:49;MAQUINA2;4,000000
18/10/2023 9:47:59;MAQUINA;1,857285
18/10/2023 9:48:21;MAQUINA;8,986624
18/10/2023 9:48:22;MAQUINA2;4,000000
18/10/2023 9:48:37;MAQUINA;0,293301
18/10/2023 9:48:47;MAQUINA2;2,000000
18/10/2023 9:48:49;MAQUINA;4,132365
18/10/2023 9:48:49;MAQUINA2;2,000000
18/10/2023 9:48:53;MAQUINA;3,369246
18/10/2023 9:48:57;MAQUINA2;5,000000
18/10/2023 9:48:59;MAQUINA;4,396818
18/10/2023 9:49:00;MAQUINA2;1,000000
18/10/2023 9:49:19;MAQUINA;1,467894
18/10/2023 9:49:25;MAQUINA;3,067617
18/10/2023 9:49:28;MAQUINA2;4,000000
18/10/2023 9:49:33;MAQUINA;3,291032
18/10/2023 9:49:41;MAQUINA;0,261653
18/10/2023 9:49:51;MAQUINA;3,207857
18/10/2023 9:49:56;MAQUINA;1,533258
18/10/2023 9:50:00;MAQUINA;3,759404
18/10/2023 9:50:14;MAQUINA;4,488900
18/10/2023 9:50:18;MAQUINA2;4,000000
18/10/2023 9:50:35;MAQUINA;5,562240
18/10/2023 9:50:38;MAQUINA;1,470193
18/10/2023 9:50:47;MAQUINA2;1,000000
18/10/2023 9:50:50;MAQUINA;3,895835
18/10/2023 9:50:56;MAQUINA;0,147161
18/10/2023 9:51:02;MAQUINA;4,432697
18/10/2023 9:51:04;MAQUINA;1,278551
18/10/2023 9:51:24;MAQUINA;0,888472
18/10/2023 9:51:30;MAQUINA;5,897998
18/10/2023 9:51:45;MAQUINA;1,225117
18/10/2023 9:51:48;MAQUINA;0,126834
18/10/2023 9:51:54;MAQUINA;1,655001
18/10/2023 9:51:58;MAQUINA;0,577814
18/10/2023 9:52:08;MAQUINA;0,634359
18/10/2023 9:52:16;MAQUINA;1,915673
18/10/2023 9:52:30;MAQUINA;6,115076
18/10/2023 9:52:46;MAQUINA2;2,000000
18/10/2023 9:52:47;MAQUINA;4,791959
18/10/2023 9:52:52;MAQUINA;1,981915
18/10/2023 9:53:01;MAQUINA;2,900868
18/10/2023 9:53:04;MAQUINA;1,665852
18/10/2023 9:53:14;MAQUINA;9,099270
18/10/2023 9:53:16;MAQUINA2;4,000000
18/10/2023 9:54:11;MAQUINA2;1,000000
18/10/2023 9:54:14;MAQUINA;9,216473
18/10/2023 9:54:29;MAQUINA;0,336032
18/10/2023 9:54:31;MAQUINA;0,594875
18/10/2023 9:54:35;MAQUINA2;4,000000
18/10/2023 9:54:43;MAQUINA;0,217702
18/10/2023 9:54:54;MAQUINA;0,439457
18/10/2023 9:54:58;MAQUINA;2,127361
18/10/2023 9:55:16;MAQUINA;1,529521
18/10/2023 9:55:26;MAQUINA;2,923191
18/10/2023 9:55:50;MAQUINA2;4,000000
18/10/2023 9:55:51;MAQUINA2;1,000000
18/10/2023 9:55:52;MAQUINA;7,127460
18/10/2023 9:55:55;MAQUINA2;1,000000
18/10/2023 9:55:55;MAQUINA;1,492712
18/10/2023 9:56:20;MAQUINA;2,353274
18/10/2023 9:56:31;MAQUINA;11,164989
18/10/2023 9:56:37;MAQUINA;1,495668
18/10/2023 9:56:53;MAQUINA;0,096643
18/10/2023 9:57:01;MAQUINA;1,824625
18/10/2023 9:57:11;MAQUINA;2,251333
18/10/2023 9:57:43;MAQUINA;1,245561
18/10/2023 9:57:47;MAQUINA;1,010552
18/10/2023 9:57:52;MAQUINA;1,366526
18/10/2023 9:58:07;MAQUINA2;1,000000
18/10/2023 9:58:09;MAQUINA;8,253018
18/10/2023 9:58:10;MAQUINA2;3,000000
18/10/2023 9:58:13;MAQUINA;2,653723
18/10/2023 9:58:15;MAQUINA;0,531948
18/10/2023 9:58:17;MAQUINA;0,278529
18/10/2023 9:58:32;MAQUINA;8,142872
18/10/2023 9:58:40;MAQUINA;3,854660
18/10/2023 9:58:41;MAQUINA;1,555342
18/10/2023 9:58:43;MAQUINA2;4,000000
18/10/2023 9:59:02;MAQUINA;0,731396
18/10/2023 9:59:10;MAQUINA;2,304458
18/10/2023 9:59:25;MAQUINA;7,450651
18/10/2023 9:59:35;MAQUINA;7,594213
18/10/2023 9:59:42;MAQUINA;3,316062
18/10/2023 9:59:49;MAQUINA;0,879606
18/10/2023 9:59:51;MAQUINA2;2,000000
18/10/2023 10:00:01;MAQUINA;6,483170
18/10/2023 10:00:06;MAQUINA2;1,000000
18/10/2023 10:00:07;MAQUINA2;1,000000
18/10/2023 10:00:12;MAQUINA;7,995083
18/10/2023 10:00:14;MAQUINA2;4,000000
18/10/2023 10:00:45;MAQUINA2;3,000000
18/10/2023 10:00:49;MAQUINA;8,935340
18/10/2023 10:00:54;MAQUINA;1,881926
18/10/2023 10:01:25;MAQUINA;5,593232
18/10/2023 10:01:32;MAQUINA;2,008800
18/10/2023 10:01:35;MAQUINA;1,991869
18/10/2023 10:01:42;MAQUINA;2,468661
18/10/2023 10:02:08;MAQUINA;6,417903
18/10/2023 10:02:18;MAQUINA;0,347086
18/10/2023 10:02:37;MAQUINA;1,436046
18/10/2023 10:02:41;MAQUINA;0,697395
18/10/2023 10:03:38;MAQUINA;3,849259
18/10/2023 10:03:57;MAQUINA;0,673928
18/10/2023 10:04:04;MAQUINA;0,406782
18/10/2023 10:04:11;MAQUINA;5,256217
18/10/2023 10:04:17;MAQUINA;3,672447
18/10/2023 10:04:43;MAQUINA;11,431775
18/10/2023 10:04:58;MAQUINA;3,384046
18/10/2023 10:05:01;MAQUINA2;4,000000
18/10/2023 10:05:13;MAQUINA;12,568224
18/10/2023 10:05:17;MAQUINA;2,440405
18/10/2023 10:05:21;MAQUINA;0,309168
18/10/2023 10:05:44;MAQUINA2;1,000000
18/10/2023 10:05:49;MAQUINA;11,059604
18/10/2023 10:05:57;MAQUINA;1,470203
18/10/2023 10:06:01;MAQUINA;2,843718
18/10/2023 10:06:06;MAQUINA;3,570418
18/10/2023 10:06:06;MAQUINA2;1,000000
18/10/2023 10:06:07;MAQUINA;0,612062
18/10/2023 10:06:33;MAQUINA;3,519521
18/10/2023 10:06:53;MAQUINA;1,242543
18/10/2023 10:06:59;MAQUINA;0,057064
18/10/2023 10:07:18;MAQUINA;13,684502
18/10/2023 10:07:29;MAQUINA;0,510651
18/10/2023 10:07:50;MAQUINA;8,140800
18/10/2023 10:07:59;MAQUINA;2,944973
18/10/2023 10:08:12;MAQUINA;0,038832
18/10/2023 10:08:22;MAQUINA;0,014262
18/10/2023 10:08:40;MAQUINA;2,651152
18/10/2023 10:08:41;MAQUINA2;2,000000
18/10/2023 10:08:44;MAQUINA;0,359233
18/10/2023 10:08:55;MAQUINA2;5,000000
18/10/2023 10:08:56;MAQUINA;7,297015
18/10/2023 10:08:59;MAQUINA;0,010482
18/10/2023 10:09:24;MAQUINA;2,260647
18/10/2023 10:09:31;MAQUINA;4,268279
18/10/2023 10:09:41;MAQUINA;2,621789
18/10/2023 10:09:52;MAQUINA2;3,000000
18/10/2023 10:09:55;MAQUINA;11,564891
18/10/2023 10:09:55;MAQUINA2;1,000000
18/10/2023 10:09:56;MAQUINA;0,516517
18/10/2023 10:10:06;MAQUINA;0,517175
18/10/2023 10:10:15;MAQUINA;4,108717
18/10/2023 10:10:28;MAQUINA;0,233848
18/10/2023 10:10:37;MAQUINA2;1,000000
18/10/2023 10:10:47;MAQUINA;11,582729
18/10/2023 10:10:51;MAQUINA;3,801118
18/10/2023 10:11:01;MAQUINA;6,311964
18/10/2023 10:11:02;MAQUINA2;2,000000
18/10/2023 10:11:03;MAQUINA;2,202245
18/10/2023 10:11:22;MAQUINA;1,367146
18/10/2023 10:11:45;MAQUINA;4,028940
18/10/2023 10:11:52;MAQUINA;0,951055
18/10/2023 10:11:59;MAQUINA;0,550234
18/10/2023 10:12:00;MAQUINA;0,427264
18/10/2023 10:12:03;MAQUINA;0,172571
18/10/2023 10:12:06;MAQUINA;1,138224
18/10/2023 10:12:22;MAQUINA;1,430392
18/10/2023 10:12:34;MAQUINA;10,980827
18/10/2023 10:12:42;MAQUINA;0,573514
18/10/2023 10:12:50;MAQUINA;3,807785
18/10/2023 10:12:58;MAQUINA;1,405177
18/10/2023 10:13:14;MAQUINA;3,781817
18/10/2023 10:13:17;MAQUINA;1,096622
18/10/2023 10:13:37;MAQUINA;5,250091
18/10/2023 10:13:47;MAQUINA;1,884994
18/10/2023 10:13:58;MAQUINA;1,342227
18/10/2023 10:13:59;MAQUINA;0,162302
18/10/2023 10:14:03;MAQUINA2;5,000000
18/10/2023 10:14:17;MAQUINA;1,487039
18/10/2023 10:14:23;MAQUINA;5,686499
18/10/2023 10:14:30;MAQUINA;1,176206
18/10/2023 10:15:01;MAQUINA;2,836612
18/10/2023 10:15:04;MAQUINA;2,181334
18/10/2023 10:15:22;MAQUINA2;2,000000
18/10/2023 10:15:24;MAQUINA2;2,000000
18/10/2023 10:15:29;MAQUINA2;5,000000
18/10/2023 10:15:31;MAQUINA;19,311752
18/10/2023 10:15:33;MAQUINA2;4,000000
18/10/2023 10:16:11;MAQUINA2;1,000000
18/10/2023 10:16:13;MAQUINA2;1,000000
18/10/2023 10:16:14;MAQUINA;5,593297
18/10/2023 10:16:16;MAQUINA;1,365392
18/10/2023 10:16:30;MAQUINA;3,488844
18/10/2023 10:16:35;MAQUINA;0,864747
18/10/2023 10:16:50;MAQUINA;3,877166
18/10/2023 10:17:04;MAQUINA;2,190558
18/10/2023 10:17:21;MAQUINA;0,133357
18/10/2023 10:17:24;MAQUINA;1,104502
18/10/2023 10:17:36;MAQUINA2;3,000000
18/10/2023 10:17:38;MAQUINA;7,804377
18/10/2023 10:17:52;MAQUINA;0,618139
18/10/2023 10:17:58;MAQUINA;2,519296
18/10/2023 10:17:59;MAQUINA;1,338357
18/10/2023 10:18:00;MAQUINA2;4,000000
18/10/2023 10:18:11;MAQUINA2;4,000000
18/10/2023 10:18:17;MAQUINA;13,846482
18/10/2023 10:18:22;MAQUINA;4,110128
18/10/2023 10:18:25;MAQUINA2;4,000000
18/10/2023 10:18:27;MAQUINA;3,030669
18/10/2023 10:18:41;MAQUINA;3,429038
18/10/2023 10:18:58;MAQUINA;2,780526
18/10/2023 10:19:01;MAQUINA2;5,000000
18/10/2023 10:19:06;MAQUINA;2,598135
18/10/2023 10:19:21;MAQUINA;0,779567
18/10/2023 10:19:26;MAQUINA;3,869536
18/10/2023 10:19:37;MAQUINA;0,134516
18/10/2023 10:19:54;MAQUINA;2,416248
18/10/2023 10:19:57;MAQUINA2;4,000000
18/10/2023 10:20:10;MAQUINA;0,608720
18/10/2023 10:20:16;MAQUINA;4,253006
18/10/2023 10:20:35;MAQUINA;4,721967
18/10/2023 10:20:49;MAQUINA;1,611169
18/10/2023 10:20:50;MAQUINA;0,563815
18/10/2023 10:21:13;MAQUINA;5,434507
18/10/2023 10:22:08;MAQUINA2;3,000000
18/10/2023 10:22:15;MAQUINA2;1,000000
18/10/2023 10:22:17;MAQUINA;13,641269
18/10/2023 10:22:28;MAQUINA;0,190531
18/10/2023 10:22:47;MAQUINA;1,209001
18/10/2023 10:22:52;MAQUINA;0,116989
18/10/2023 10:22:54;MAQUINA;0,007362
18/10/2023 10:23:24;MAQUINA;8,951192
18/10/2023 10:23:28;MAQUINA;3,075609
18/10/2023 10:23:37;MAQUINA2;1,000000
18/10/2023 10:23:38;MAQUINA;5,948428
18/10/2023 10:23:40;MAQUINA;1,742689
18/10/2023 10:23:47;MAQUINA;0,606646
18/10/2023 10:23:51;MAQUINA;3,192343
18/10/2023 10:23:58;MAQUINA2;2,000000
18/10/2023 10:23:58;MAQUINA;5,139393
18/10/2023 10:24:09;MAQUINA;2,661918
18/10/2023 10:24:15;MAQUINA;1,984553
18/10/2023 10:24:18;MAQUINA2;5,000000
18/10/2023 10:24:23;MAQUINA;7,865567
18/10/2023 10:25:26;MAQUINA;13,161141
18/10/2023 10:25:29;MAQUINA2;3,000000
18/10/2023 10:25:43;MAQUINA;0,406526
18/10/2023 10:25:54;MAQUINA;5,734243
18/10/2023 10:26:05;MAQUINA;0,965489
18/10/2023 10:26:17;MAQUINA;1,150572
18/10/2023 10:26:50;MAQUINA;2,559246
18/10/2023 10:26:53;MAQUINA2;4,000000
18/10/2023 10:26:56;MAQUINA;0,591299
18/10/2023 10:27:03;MAQUINA;1,316160
18/10/2023 10:27:35;MAQUINA;0,709958
18/10/2023 10:27:40;MAQUINA;3,367333
18/10/2023 10:27:43;MAQUINA;0,774645
18/10/2023 10:27:56;MAQUINA;3,959262
18/10/2023 10:27:59;MAQUINA;0,742339
18/10/2023 10:28:16;MAQUINA;4,390111
18/10/2023 10:28:19;MAQUINA;0,935702
18/10/2023 10:28:25;MAQUINA;0,127895
18/10/2023 10:28:34;MAQUINA;7,107123
18/10/2023 10:28:38;MAQUINA;2,583121
18/10/2023 10:28:44;MAQUINA;2,559560
18/10/2023 10:28:45;MAQUINA2;2,000000
18/10/2023 10:28:49;MAQUINA;0,527971
18/10/2023 10:29:16;MAQUINA;3,934063
18/10/2023 10:29:18;MAQUINA;0,856376
18/10/2023 10:29:24;MAQUINA2;3,000000
18/10/2023 10:29:25;MAQUINA;5,132245
18/10/2023 10:29:26;MAQUINA;0,626356
18/10/2023 10:29:35;MAQUINA;2,524039
18/10/2023 10:29:36;MAQUINA;0,076006
18/10/2023 10:29:50;MAQUINA2;1,000000
18/10/2023 10:29:51;MAQUINA;4,709098
18/10/2023 10:29:52;MAQUINA2;2,000000
18/10/2023 10:29:53;MAQUINA;0,703754
18/10/2023 10:30:02;MAQUINA;0,009654
18/10/2023 10:30:13;MAQUINA;2,207266
18/10/2023 10:30:49;MAQUINA;1,758514
18/10/2023 10:30:51;MAQUINA;1,146057
18/10/2023 10:30:55;MAQUINA;2,096034
18/10/2023 10:31:20;MAQUINA;3,492785
18/10/2023 10:31:23;MAQUINA2;5,000000
18/10/2023 10:31:59;MAQUINA;3,822863
18/10/2023 10:32:13;MAQUINA;4,644774
18/10/2023 10:32:30;MAQUINA;4,208586
18/10/2023 10:32:43;MAQUINA;6,199370
18/10/2023 10:33:04;MAQUINA;2,751851
18/10/2023 10:33:06;MAQUINA2;4,000000
18/10/2023 10:33:06;MAQUINA;0,823863
18/10/2023 10:33:34;MAQUINA;12,892756
18/10/2023 10:33:35;MAQUINA2;4,000000
18/10/2023 10:33:44;MAQUINA;0,433398
18/10/2023 10:33:50;MAQUINA;0,210909
18/10/2023 10:34:10;MAQUINA;1,853699
18/10/2023 10:34:12;MAQUINA2;3,000000
18/10/2023 10:34:13;MAQUINA;2,417542
18/10/2023 10:34:24;MAQUINA;1,274327
18/10/2023 10:35:02;MAQUINA;4,586902
18/10/2023 10:35:30;MAQUINA;1,074970
18/10/2023 10:35:42;MAQUINA;3,329747
18/10/2023 10:36:24;MAQUINA;4,663159
18/10/2023 10:36:41;MAQUINA;7,136482
18/10/2023 10:36:44;MAQUINA;1,868438
18/10/2023 10:36:47;MAQUINA;1,085790
18/10/2023 10:37:00;MAQUINA;2,516988
18/10/2023 10:37:07;MAQUINA;1,992902
18/10/2023 10:37:12;MAQUINA;0,695649
18/10/2023 10:37:31;MAQUINA;3,030328
18/10/2023 10:37:33;MAQUINA2;3,000000
18/10/2023 10:37:43;MAQUINA;1,106603
18/10/2023 10:37:43;MAQUINA;0,319006
18/10/2023 10:37:44;MAQUINA2;2,000000
18/10/2023 10:37:58;MAQUINA2;4,000000
18/10/2023 10:38:00;MAQUINA2;2,000000
18/10/2023 10:38:04;MAQUINA;13,262318
18/10/2023 10:38:18;MAQUINA;1,173335
18/10/2023 10:38:34;MAQUINA2;4,000000
18/10/2023 10:38:35;MAQUINA;7,167335
18/10/2023 10:38:38;MAQUINA2;4,000000
18/10/2023 10:38:52;MAQUINA;0,950411
18/10/2023 10:39:03;MAQUINA;7,003954
18/10/2023 10:39:07;MAQUINA2;1,000000
18/10/2023 10:39:07;MAQUINA;1,722698
18/10/2023 10:39:09;MAQUINA2;2,000000
18/10/2023 10:39:23;MAQUINA;3,078858
18/10/2023 10:39:24;MAQUINA2;3,000000
18/10/2023 10:39:30;MAQUINA;1,254019
18/10/2023 10:39:39;MAQUINA;5,847244
18/10/2023 10:39:41;MAQUINA;0,910971
18/10/2023 10:40:14;MAQUINA;6,295953
18/10/2023 10:40:20;MAQUINA;0,185695
18/10/2023 10:40:28;MAQUINA;0,921446
18/10/2023 10:40:38;MAQUINA;2,297965
18/10/2023 10:40:41;MAQUINA;0,719251
18/10/2023 10:40:44;MAQUINA;0,434290
18/10/2023 10:41:03;MAQUINA;0,177858
18/10/2023 10:41:07;MAQUINA;2,935044
18/10/2023 10:41:26;MAQUINA2;1,000000
18/10/2023 10:41:28;MAQUINA;8,252072
18/10/2023 10:41:58;MAQUINA;3,735804
18/10/2023 10:41:59;MAQUINA2;3,000000
18/10/2023 10:42:08;MAQUINA;2,862296
18/10/2023 10:42:28;MAQUINA;5,664893
18/10/2023 10:42:29;MAQUINA2;5,000000
18/10/2023 10:42:30;MAQUINA;2,014377
18/10/2023 10:42:47;MAQUINA;6,053459
18/10/2023 10:42:48;MAQUINA;0,601934
18/10/2023 10:42:55;MAQUINA;0,765426
18/10/2023 10:43:05;MAQUINA;0,195592
18/10/2023 10:43:20;MAQUINA;1,647082
18/10/2023 10:43:32;MAQUINA;1,241460
18/10/2023 10:43:44;MAQUINA;3,158976
18/10/2023 10:43:46;MAQUINA;1,743772
18/10/2023 10:44:17;MAQUINA;4,201511
18/10/2023 10:44:27;MAQUINA2;3,000000
18/10/2023 10:44:28;MAQUINA;5,673979
18/10/2023 10:44:31;MAQUINA2;4,000000
18/10/2023 10:44:33;MAQUINA;3,347036
18/10/2023 10:44:59;MAQUINA;0,835248
18/10/2023 10:45:20;MAQUINA;2,763336
18/10/2023 10:45:25;MAQUINA;0,702596
18/10/2023 10:46:02;MAQUINA;3,060124
18/10/2023 10:46:17;MAQUINA;3,257128
18/10/2023 10:46:22;MAQUINA2;3,000000
18/10/2023 10:46:28;MAQUINA;9,698237
18/10/2023 10:46:31;MAQUINA2;4,000000
18/10/2023 10:46:52;MAQUINA;4,944885
18/10/2023 10:46:52;MAQUINA2;1,000000
18/10/2023 10:47:02;MAQUINA;0,885316
18/10/2023 10:47:28;MAQUINA;6,104783
18/10/2023 10:47:30;MAQUINA2;5,000000
18/10/2023 10:47:45;MAQUINA2;4,000000
18/10/2023 10:47:48;MAQUINA;10,026387
18/10/2023 10:47:49;MAQUINA;0,433050
18/10/2023 10:47:57;MAQUINA;1,855632
18/10/2023 10:47:59;MAQUINA;2,422715
18/10/2023 10:48:00;MAQUINA2;4,000000
18/10/2023 10:48:11;MAQUINA;2,029889
18/10/2023 10:48:18;MAQUINA;2,931917
18/10/2023 10:48:19;MAQUINA2;2,000000
18/10/2023 10:49:36;MAQUINA;4,518500
18/10/2023 10:49:56;MAQUINA;2,227871
18/10/2023 10:50:00;MAQUINA;0,216094
18/10/2023 10:50:33;MAQUINA;0,044505
18/10/2023 10:50:34;MAQUINA;0,479829
18/10/2023 10:50:38;MAQUINA;2,836619
18/10/2023 10:50:41;MAQUINA2;3,000000
18/10/2023 10:51:39;MAQUINA;4,483438
18/10/2023 10:51:42;MAQUINA2;4,000000
18/10/2023 10:51:44;MAQUINA;0,760096
18/10/2023 10:51:51;MAQUINA;1,248633
18/10/2023 10:52:07;MAQUINA2;1,000000
18/10/2023 10:52:08;MAQUINA;9,138807
18/10/2023 10:52:12;MAQUINA;0,141895
18/10/2023 10:52:23;MAQUINA;2,242452
18/10/2023 10:52:25;MAQUINA;0,822352
18/10/2023 10:52:30;MAQUINA;2,531948
18/10/2023 10:52:31;MAQUINA2;4,000000
18/10/2023 10:52:55;MAQUINA;0,698791
18/10/2023 10:53:17;MAQUINA2;4,000000
18/10/2023 10:53:17;MAQUINA;8,528014
18/10/2023 10:53:24;MAQUINA;0,346820
18/10/2023 10:53:31;MAQUINA;3,720542
18/10/2023 10:53:31;MAQUINA2;2,000000
18/10/2023 10:53:40;MAQUINA2;2,000000
18/10/2023 10:53:45;MAQUINA;9,109690
18/10/2023 10:53:46;MAQUINA2;5,000000
18/10/2023 10:53:47;MAQUINA;0,950986
18/10/2023 10:53:51;MAQUINA2;5,000000
18/10/2023 10:53:58;MAQUINA;3,021540
18/10/2023 10:54:12;MAQUINA;2,969311
18/10/2023 10:54:14;MAQUINA2;5,000000
18/10/2023 10:54:18;MAQUINA;6,249623
18/10/2023 10:54:20;MAQUINA2;4,000000
18/10/2023 10:54:21;MAQUINA2;1,000000
18/10/2023 10:54:21;MAQUINA;3,046218
18/10/2023 10:54:28;MAQUINA2;1,000000
18/10/2023 10:54:35;MAQUINA;12,761444
18/10/2023 10:55:03;MAQUINA2;2,000000
18/10/2023 10:55:04;MAQUINA;4,736364
18/10/2023 10:55:08;MAQUINA2;5,000000
18/10/2023 10:55:15;MAQUINA;11,162491
18/10/2023 10:55:15;MAQUINA2;3,000000
18/10/2023 10:55:18;MAQUINA;2,971036
18/10/2023 10:55:24;MAQUINA;2,009622
18/10/2023 10:55:34;MAQUINA;1,010785
18/10/2023 10:55:35;MAQUINA;0,311643
18/10/2023 10:55:43;MAQUINA2;2,000000
18/10/2023 10:55:44;MAQUINA;7,057250
18/10/2023 10:55:55;MAQUINA;7,633279
18/10/2023 10:56:00;MAQUINA;0,985602
18/10/2023 10:56:08;MAQUINA;3,628293
18/10/2023 10:56:10;MAQUINA;0,528942
18/10/2023 10:56:17;MAQUINA;4,499655
18/10/2023 10:56:34;MAQUINA;2,582888
18/10/2023 10:56:36;MAQUINA2;3,000000
18/10/2023 10:56:39;MAQUINA;0,588342
18/10/2023 10:56:50;MAQUINA;1,650139
18/10/2023 10:57:29;MAQUINA;0,493917
18/10/2023 10:57:43;MAQUINA;0,540438
18/10/2023 10:58:14;MAQUINA;1,973412
18/10/2023 10:58:19;MAQUINA;0,551101
18/10/2023 10:58:39;MAQUINA;0,007481
18/10/2023 10:58:52;MAQUINA;6,488626
18/10/2023 10:58:59;MAQUINA2;1,000000
18/10/2023 10:59:01;MAQUINA;6,989660
18/10/2023 10:59:03;MAQUINA2;3,000000
18/10/2023 10:59:09;MAQUINA;2,694805
18/10/2023 10:59:16;MAQUINA;4,710297
18/10/2023 10:59:24;MAQUINA;0,167785
18/10/2023 10:59:43;MAQUINA;5,581427
18/10/2023 10:59:46;MAQUINA;0,496567
18/10/2023 10:59:57;MAQUINA;0,973835
18/10/2023 10:59:59;MAQUINA;2,145136
18/10/2023 11:00:14;MAQUINA2;4,000000
18/10/2023 11:00:19;MAQUINA2;5,000000
18/10/2023 11:00:23;MAQUINA;15,506549
18/10/2023 11:00:24;MAQUINA2;5,000000
18/10/2023 11:00:44;MAQUINA;0,947797
18/10/2023 11:01:09;MAQUINA;0,221371
18/10/2023 11:01:25;MAQUINA2;2,000000
18/10/2023 11:01:31;MAQUINA;11,426464
18/10/2023 11:02:05;MAQUINA;3,387367
18/10/2023 11:02:25;MAQUINA;2,249921
18/10/2023 11:02:29;MAQUINA;0,255046
18/10/2023 11:02:35;MAQUINA;2,598317
18/10/2023 11:02:43;MAQUINA;1,837597
18/10/2023 11:02:55;MAQUINA;0,481804
18/10/2023 11:03:07;MAQUINA2;4,000000
18/10/2023 11:03:07;MAQUINA;5,397429
18/10/2023 11:03:52;MAQUINA;2,813893
18/10/2023 11:03:57;MAQUINA2;5,000000
18/10/2023 11:03:59;MAQUINA2;2,000000
18/10/2023 11:03:59;MAQUINA;4,905179
18/10/2023 11:04:01;MAQUINA2;2,000000
18/10/2023 11:04:06;MAQUINA2;2,000000
18/10/2023 11:04:06;MAQUINA;5,522250
18/10/2023 11:04:26;MAQUINA;2,093421
18/10/2023 11:04:47;MAQUINA;1,020949
18/10/2023 11:04:51;MAQUINA2;5,000000
18/10/2023 11:04:58;MAQUINA;4,013554
18/10/2023 11:05:14;MAQUINA;0,981854
18/10/2023 11:05:17;MAQUINA;1,024301
18/10/2023 11:05:55;MAQUINA;0,369005
18/10/2023 11:05:58;MAQUINA;2,695752
18/10/2023 11:06:11;MAQUINA;3,684977
18/10/2023 11:06:12;MAQUINA;0,987670
18/10/2023 11:06:20;MAQUINA;1,941109
18/10/2023 11:06:22;MAQUINA2;3,000000
18/10/2023 11:06:36;MAQUINA;0,416923
18/10/2023 11:06:49;MAQUINA;0,585976
18/10/2023 11:06:52;MAQUINA2;3,000000
18/10/2023 11:07:14;MAQUINA;8,929995
18/10/2023 11:07:16;MAQUINA2;4,000000
18/10/2023 11:07:26;MAQUINA;2,575665
18/10/2023 11:07:38;MAQUINA;0,303181
18/10/2023 11:07:46;MAQUINA;1,627815
18/10/2023 11:08:00;MAQUINA;2,140132
18/10/2023 11:08:38;MAQUINA;3,820598
