Time;Object;Staytime
18/10/2023 11:08:47;MAQUINA;3,875183
18/10/2023 11:08:50;MAQUINA;0,057290
18/10/2023 11:09:18;MAQUINA;5,774522
18/10/2023 11:09:28;MAQUINA;2,767326
18/10/2023 11:09:32;MAQUINA;0,763588
18/10/2023 11:10:00;MAQUINA;2,616567
18/10/2023 11:10:03;MAQUINA2;5,000000
18/10/2023 11:10:18;MAQUINA;0,045629
18/10/2023 11:10:27;MAQUINA;0,214058
18/10/2023 11:10:30;MAQUINA;2,008714
18/10/2023 11:10:43;MAQUINA;3,375392
18/10/2023 11:11:11;MAQUINA;5,671969
18/10/2023 11:11:13;MAQUINA;0,863089
18/10/2023 11:11:50;MAQUINA;0,091183
18/10/2023 11:12:02;MAQUINA;0,094107
18/10/2023 11:12:17;MAQUINA;3,085231
18/10/2023 11:12:18;MAQUINA;0,482565
18/10/2023 11:12:37;MAQUINA;8,598690
18/10/2023 11:12:42;MAQUINA;1,428561
18/10/2023 11:13:04;MAQUINA;6,323848
18/10/2023 11:13:08;MAQUINA;2,245431
18/10/2023 11:13:12;MAQUINA;2,101114
18/10/2023 11:13:20;MAQUINA;1,862053
18/10/2023 11:13:24;MAQUINA;1,328181
18/10/2023 11:13:27;MAQUINA;2,592702
18/10/2023 11:13:46;MAQUINA;6,929133
18/10/2023 11:14:04;MAQUINA;0,716383
18/10/2023 11:14:19;MAQUINA;3,480233
18/10/2023 11:14:24;MAQUINA;0,002254
18/10/2023 11:14:55;MAQUINA;8,843412
18/10/2023 11:14:59;MAQUINA2;5,000000
18/10/2023 11:15:01;MAQUINA;3,137830
18/10/2023 11:15:05;MAQUINA;3,375886
18/10/2023 11:15:09;MAQUINA;2,820535
18/10/2023 11:15:09;MAQUINA2;4,000000
18/10/2023 11:15:12;MAQUINA;0,877439
18/10/2023 11:15:31;MAQUINA2;3,000000
18/10/2023 11:15:33;MAQUINA;15,463872
18/10/2023 11:15:35;MAQUINA2;3,000000
18/10/2023 11:15:37;MAQUINA2;1,000000
18/10/2023 11:15:38;MAQUINA;2,913000
18/10/2023 11:15:59;MAQUINA;11,703482
18/10/2023 11:16:09;MAQUINA;6,623999
18/10/2023 11:16:37;MAQUINA;4,748419
18/10/2023 11:16:50;MAQUINA;7,088970
18/10/2023 11:16:50;MAQUINA2;3,000000
18/10/2023 11:16:52;MAQUINA;1,644419
18/10/2023 11:17:30;MAQUINA;0,865248
18/10/2023 11:17:34;MAQUINA;0,549489
18/10/2023 11:17:37;MAQUINA;2,584365
18/10/2023 11:17:38;MAQUINA2;5,000000
18/10/2023 11:18:10;MAQUINA;1,555013
18/10/2023 11:18:14;MAQUINA2;5,000000
18/10/2023 11:18:17;MAQUINA;2,493778
18/10/2023 11:18:22;MAQUINA;1,801173
18/10/2023 11:18:38;MAQUINA;0,101051
18/10/2023 11:18:44;MAQUINA;4,205170
18/10/2023 11:19:00;MAQUINA;0,781635
18/10/2023 11:19:18;MAQUINA;0,406188
18/10/2023 11:19:32;MAQUINA;1,473909
18/10/2023 11:20:11;MAQUINA;7,623729
18/10/2023 11:20:11;MAQUINA2;4,000000
18/10/2023 11:20:17;MAQUINA;5,515099
18/10/2023 11:20:32;MAQUINA;0,918304
18/10/2023 11:20:34;MAQUINA;0,978454
18/10/2023 11:20:42;MAQUINA;0,416988
18/10/2023 11:20:43;MAQUINA;0,605319
18/10/2023 11:20:49;MAQUINA;3,115511
18/10/2023 11:21:06;MAQUINA2;2,000000
18/10/2023 11:21:06;MAQUINA;3,989991
18/10/2023 11:21:14;MAQUINA;4,909420
18/10/2023 11:21:17;MAQUINA2;4,000000
18/10/2023 11:21:26;MAQUINA;5,116172
18/10/2023 11:21:28;MAQUINA2;2,000000
18/10/2023 11:21:38;MAQUINA;0,302094
18/10/2023 11:21:47;MAQUINA2;3,000000
18/10/2023 11:21:53;MAQUINA;10,541926
18/10/2023 11:22:02;MAQUINA;2,141187
18/10/2023 11:22:14;MAQUINA;0,519476
18/10/2023 11:22:23;MAQUINA;1,218719
18/10/2023 11:22:32;MAQUINA;4,064431
18/10/2023 11:23:04;MAQUINA;3,098904
18/10/2023 11:23:10;MAQUINA;0,255962
18/10/2023 11:23:22;MAQUINA;6,165173
18/10/2023 11:23:28;MAQUINA;4,028342
18/10/2023 11:23:53;MAQUINA2;5,000000
18/10/2023 11:23:54;MAQUINA;6,962804
18/10/2023 11:24:13;MAQUINA;12,739103
18/10/2023 11:24:13;MAQUINA2;2,000000
18/10/2023 11:24:22;MAQUINA;8,942308
18/10/2023 11:24:28;MAQUINA;4,596214
18/10/2023 11:24:49;MAQUINA2;3,000000
18/10/2023 11:24:49;MAQUINA;3,945769
18/10/2023 11:24:52;MAQUINA;0,163900
18/10/2023 11:25:05;MAQUINA;0,903449
18/10/2023 11:25:09;MAQUINA;3,168324
18/10/2023 11:25:22;MAQUINA;1,906352
18/10/2023 11:25:31;MAQUINA;2,215968
18/10/2023 11:25:34;MAQUINA2;5,000000
18/10/2023 11:25:42;MAQUINA;0,383599
18/10/2023 11:25:58;MAQUINA;0,885301
18/10/2023 11:26:03;MAQUINA;0,963888
18/10/2023 11:26:07;MAQUINA2;1,000000
18/10/2023 11:26:10;MAQUINA2;2,000000
18/10/2023 11:26:10;MAQUINA;6,217598
18/10/2023 11:26:14;MAQUINA2;4,000000
18/10/2023 11:26:18;MAQUINA;0,569151
18/10/2023 11:26:22;MAQUINA;3,405053
18/10/2023 11:26:36;MAQUINA;1,412390
18/10/2023 11:26:48;MAQUINA;6,984684
18/10/2023 11:27:08;MAQUINA;0,301965
18/10/2023 11:27:14;MAQUINA;4,523822
18/10/2023 11:27:59;MAQUINA;1,918346
18/10/2023 11:28:09;MAQUINA;3,152872
18/10/2023 11:28:20;MAQUINA;6,378373
18/10/2023 11:28:21;MAQUINA;0,317855
18/10/2023 11:28:30;MAQUINA;1,533957
18/10/2023 11:28:44;MAQUINA;0,072057
18/10/2023 11:28:48;MAQUINA2;3,000000
18/10/2023 11:28:53;MAQUINA;7,524943
18/10/2023 11:29:00;MAQUINA;1,724832
18/10/2023 11:29:14;MAQUINA2;1,000000
18/10/2023 11:29:15;MAQUINA;5,578997
18/10/2023 11:29:27;MAQUINA;1,593014
18/10/2023 11:29:43;MAQUINA;3,931403
18/10/2023 11:29:44;MAQUINA;0,314466
18/10/2023 11:30:14;MAQUINA2;2,000000
18/10/2023 11:30:17;MAQUINA;4,920804
18/10/2023 11:30:23;MAQUINA;0,639572
18/10/2023 11:30:26;MAQUINA;1,262910
18/10/2023 11:30:31;MAQUINA;2,500052
18/10/2023 11:30:38;MAQUINA;3,719155
18/10/2023 11:31:00;MAQUINA;1,386784
18/10/2023 11:31:01;MAQUINA2;1,000000
18/10/2023 11:31:21;MAQUINA;0,902943
18/10/2023 11:31:28;MAQUINA;1,580508
18/10/2023 11:31:33;MAQUINA2;5,000000
18/10/2023 11:31:50;MAQUINA;5,931806
18/10/2023 11:31:51;MAQUINA2;3,000000
18/10/2023 11:32:03;MAQUINA;6,123058
18/10/2023 11:32:03;MAQUINA2;2,000000
18/10/2023 11:32:13;MAQUINA;4,393543
18/10/2023 11:32:14;MAQUINA;0,536556
18/10/2023 11:32:16;MAQUINA2;5,000000
18/10/2023 11:32:20;MAQUINA;0,922248
18/10/2023 11:32:25;MAQUINA;1,077244
18/10/2023 11:32:44;MAQUINA;1,088569
18/10/2023 11:32:47;MAQUINA;2,061152
18/10/2023 11:32:56;MAQUINA;5,760753
18/10/2023 11:33:14;MAQUINA;3,127136
18/10/2023 11:33:19;MAQUINA;0,786954
18/10/2023 11:33:27;MAQUINA;5,551573
18/10/2023 11:33:39;MAQUINA;5,744792
18/10/2023 11:33:58;MAQUINA;0,356466
18/10/2023 11:34:11;MAQUINA;1,008909
18/10/2023 11:34:13;MAQUINA;1,867721
18/10/2023 11:34:15;MAQUINA2;2,000000
18/10/2023 11:34:27;MAQUINA;1,652082
18/10/2023 11:34:53;MAQUINA2;2,000000
18/10/2023 11:34:57;MAQUINA;13,983665
18/10/2023 11:35:02;MAQUINA;0,009994
18/10/2023 11:35:07;MAQUINA2;2,000000
18/10/2023 11:35:09;MAQUINA;6,418252
18/10/2023 11:35:12;MAQUINA2;5,000000
18/10/2023 11:35:15;MAQUINA;2,749462
18/10/2023 11:35:26;MAQUINA;0,952698
18/10/2023 11:35:28;MAQUINA;0,019667
18/10/2023 11:35:36;MAQUINA2;4,000000
18/10/2023 11:35:38;MAQUINA;7,290000
18/10/2023 11:35:49;MAQUINA;9,667805
18/10/2023 11:35:53;MAQUINA;0,166474
18/10/2023 11:35:59;MAQUINA;0,973844
18/10/2023 11:36:05;MAQUINA;2,145476
18/10/2023 11:36:22;MAQUINA;4,552588
18/10/2023 11:36:23;MAQUINA;0,589471
18/10/2023 11:36:34;MAQUINA;1,375986
18/10/2023 11:37:01;MAQUINA;4,881515
18/10/2023 11:37:14;MAQUINA;4,641635
18/10/2023 11:37:27;MAQUINA;4,812095
18/10/2023 11:37:36;MAQUINA;3,368815
18/10/2023 11:38:03;MAQUINA;0,448487
18/10/2023 11:38:14;MAQUINA;3,891235
18/10/2023 11:38:24;MAQUINA;3,210825
18/10/2023 11:38:28;MAQUINA2;2,000000
18/10/2023 11:38:30;MAQUINA;6,030109
18/10/2023 11:38:31;MAQUINA2;1,000000
18/10/2023 11:38:41;MAQUINA2;1,000000
18/10/2023 11:38:41;MAQUINA;2,193211
18/10/2023 11:38:59;MAQUINA;7,938843
18/10/2023 11:39:03;MAQUINA;0,225310
18/10/2023 11:39:58;MAQUINA;3,524355
18/10/2023 11:40:40;MAQUINA;0,864803
18/10/2023 11:41:02;MAQUINA;5,899860
18/10/2023 11:41:23;MAQUINA;1,383079
18/10/2023 11:41:27;MAQUINA;0,638139
18/10/2023 11:41:32;MAQUINA2;3,000000
18/10/2023 11:41:33;MAQUINA;4,747442
18/10/2023 11:41:43;MAQUINA;1,413073
18/10/2023 11:41:45;MAQUINA;1,253214
18/10/2023 11:42:00;MAQUINA;3,986946
18/10/2023 11:42:03;MAQUINA2;5,000000
18/10/2023 11:42:16;MAQUINA;3,595487
18/10/2023 11:42:24;MAQUINA;0,410569
18/10/2023 11:42:26;MAQUINA;1,737242
18/10/2023 11:42:35;MAQUINA;6,687913
18/10/2023 11:42:43;MAQUINA;0,111977
18/10/2023 11:42:59;MAQUINA;2,565046
18/10/2023 11:43:04;MAQUINA;0,473692
18/10/2023 11:43:10;MAQUINA;0,525294
18/10/2023 11:43:13;MAQUINA2;3,000000
18/10/2023 11:43:24;MAQUINA;10,814794
18/10/2023 11:44:24;MAQUINA2;4,000000
18/10/2023 11:44:25;MAQUINA2;1,000000
18/10/2023 11:44:25;MAQUINA;9,303508
18/10/2023 11:44:39;MAQUINA;2,815138
18/10/2023 11:45:01;MAQUINA;1,345243
18/10/2023 11:45:05;MAQUINA;1,579761
18/10/2023 11:45:09;MAQUINA2;5,000000
18/10/2023 11:45:24;MAQUINA;0,516704
18/10/2023 11:45:52;MAQUINA;1,332199
18/10/2023 11:45:52;MAQUINA2;1,000000
18/10/2023 11:45:57;MAQUINA;1,821808
18/10/2023 11:46:14;MAQUINA;2,990899
18/10/2023 11:46:18;MAQUINA2;5,000000
18/10/2023 11:46:21;MAQUINA;2,835941
18/10/2023 11:46:46;MAQUINA;1,405288
18/10/2023 11:46:47;MAQUINA;0,388267
18/10/2023 11:47:06;MAQUINA;0,122080
18/10/2023 11:47:07;MAQUINA;1,714575
18/10/2023 11:47:10;MAQUINA2;4,000000
18/10/2023 11:47:15;MAQUINA;7,159356
18/10/2023 11:47:17;MAQUINA;0,587603
18/10/2023 11:47:22;MAQUINA2;1,000000
18/10/2023 11:47:25;MAQUINA;6,519885
18/10/2023 11:47:31;MAQUINA;0,880110
18/10/2023 11:47:38;MAQUINA;0,551939
18/10/2023 11:48:04;MAQUINA;2,764441
18/10/2023 11:48:09;MAQUINA;0,763965
18/10/2023 11:48:24;MAQUINA;0,264123
18/10/2023 11:48:36;MAQUINA;1,969860
18/10/2023 11:48:55;MAQUINA;1,572110
18/10/2023 11:49:04;MAQUINA2;3,000000
18/10/2023 11:49:10;MAQUINA2;5,000000
18/10/2023 11:49:13;MAQUINA;12,127178
18/10/2023 11:49:24;MAQUINA;2,734750
18/10/2023 11:49:33;MAQUINA;0,056535
18/10/2023 11:49:42;MAQUINA2;1,000000
18/10/2023 11:49:44;MAQUINA2;2,000000
18/10/2023 11:49:44;MAQUINA;8,447513
18/10/2023 11:49:49;MAQUINA2;5,000000
18/10/2023 11:50:09;MAQUINA;0,081433
18/10/2023 11:50:29;MAQUINA;1,496831
18/10/2023 11:50:38;MAQUINA;0,869093
18/10/2023 11:50:42;MAQUINA;3,121488
18/10/2023 11:50:45;MAQUINA;1,453503
18/10/2023 11:51:04;MAQUINA;0,353235
18/10/2023 11:51:27;MAQUINA;8,406672
18/10/2023 11:51:40;MAQUINA;4,415155
18/10/2023 11:51:58;MAQUINA;3,269733
18/10/2023 11:51:59;MAQUINA2;2,000000
18/10/2023 11:52:10;MAQUINA2;3,000000
18/10/2023 11:52:13;MAQUINA;8,158290
18/10/2023 11:52:14;MAQUINA2;4,000000
18/10/2023 11:52:20;MAQUINA;1,240307
18/10/2023 11:52:24;MAQUINA2;4,000000
18/10/2023 11:52:34;MAQUINA2;5,000000
18/10/2023 11:52:36;MAQUINA;7,714111
18/10/2023 11:52:37;MAQUINA2;3,000000
18/10/2023 11:52:48;MAQUINA;1,449799
18/10/2023 11:53:16;MAQUINA;2,560546
18/10/2023 11:53:17;MAQUINA2;3,000000
18/10/2023 11:53:26;MAQUINA;0,353032
18/10/2023 11:53:35;MAQUINA;4,084122
18/10/2023 11:53:44;MAQUINA;4,724937
18/10/2023 11:53:48;MAQUINA;1,174878
18/10/2023 11:53:52;MAQUINA2;4,000000
18/10/2023 11:53:53;MAQUINA;3,144065
18/10/2023 11:54:05;MAQUINA;1,742536
18/10/2023 11:54:28;MAQUINA;0,362690
18/10/2023 11:54:34;MAQUINA;4,881431
18/10/2023 11:54:50;MAQUINA;2,515575
18/10/2023 11:54:51;MAQUINA;0,761480
18/10/2023 11:54:53;MAQUINA2;5,000000
18/10/2023 11:55:12;MAQUINA;0,719556
18/10/2023 11:55:55;MAQUINA;0,108974
18/10/2023 11:56:08;MAQUINA2;2,000000
18/10/2023 11:56:11;MAQUINA2;1,000000
18/10/2023 11:56:15;MAQUINA;10,949159
18/10/2023 11:56:17;MAQUINA2;5,000000
18/10/2023 11:56:46;MAQUINA;3,335432
18/10/2023 11:56:48;MAQUINA;0,725577
18/10/2023 11:57:01;MAQUINA;0,293559
18/10/2023 11:57:05;MAQUINA;2,312806
18/10/2023 11:57:15;MAQUINA;7,264778
18/10/2023 11:57:25;MAQUINA;1,077642
18/10/2023 11:57:32;MAQUINA;3,390103
18/10/2023 11:57:34;MAQUINA2;3,000000
18/10/2023 11:57:58;MAQUINA;1,228391
18/10/2023 11:58:08;MAQUINA;3,020151
18/10/2023 11:58:18;MAQUINA;2,260666
18/10/2023 11:58:21;MAQUINA;2,240591
18/10/2023 11:58:32;MAQUINA;2,538784
18/10/2023 11:59:03;MAQUINA;0,783839
18/10/2023 11:59:14;MAQUINA;1,791628
18/10/2023 11:59:20;MAQUINA;2,382996
18/10/2023 11:59:26;MAQUINA;2,126807
18/10/2023 11:59:56;MAQUINA;5,087987
18/10/2023 12:00:21;MAQUINA2;1,000000
18/10/2023 12:00:21;MAQUINA;4,866346
18/10/2023 12:00:24;MAQUINA2;3,000000
18/10/2023 12:00:25;MAQUINA;0,441076
18/10/2023 12:00:37;MAQUINA;0,550486
18/10/2023 12:00:40;MAQUINA;2,817507
18/10/2023 12:00:49;MAQUINA;1,571513
18/10/2023 12:00:55;MAQUINA;1,848435
18/10/2023 12:01:20;MAQUINA;12,191524
18/10/2023 12:01:40;MAQUINA;0,039140
18/10/2023 12:01:41;MAQUINA;0,656866
18/10/2023 12:02:04;MAQUINA;1,948753
18/10/2023 12:02:10;MAQUINA;2,123491
18/10/2023 12:02:12;MAQUINA2;3,000000
18/10/2023 12:02:46;MAQUINA;4,549967
18/10/2023 12:03:22;MAQUINA;0,946865
18/10/2023 12:03:26;MAQUINA;1,655652
18/10/2023 12:03:27;MAQUINA2;5,000000
18/10/2023 12:03:30;MAQUINA;3,647258
18/10/2023 12:03:33;MAQUINA2;3,000000
18/10/2023 12:03:34;MAQUINA;0,360618
18/10/2023 12:03:40;MAQUINA;0,293925
18/10/2023 12:03:44;MAQUINA2;2,000000
18/10/2023 12:03:47;MAQUINA;6,461050
18/10/2023 12:03:55;MAQUINA;0,756454
18/10/2023 12:03:56;MAQUINA;0,072205
18/10/2023 12:04:05;MAQUINA;2,381191
18/10/2023 12:04:34;MAQUINA;1,000502
18/10/2023 12:04:39;MAQUINA2;5,000000
18/10/2023 12:04:39;MAQUINA;0,554200
18/10/2023 12:04:47;MAQUINA2;3,000000
18/10/2023 12:04:51;MAQUINA;7,454141
18/10/2023 12:04:54;MAQUINA;1,521475
18/10/2023 12:05:15;MAQUINA;4,437074
18/10/2023 12:05:18;MAQUINA;2,654507
18/10/2023 12:05:40;MAQUINA;6,213648
18/10/2023 12:06:00;MAQUINA;3,172233
18/10/2023 12:06:09;MAQUINA;0,240116
18/10/2023 12:06:12;MAQUINA;0,394720
18/10/2023 12:06:20;MAQUINA;0,148687
18/10/2023 12:06:48;MAQUINA;0,764107
18/10/2023 12:06:51;MAQUINA;0,193777
18/10/2023 12:07:03;MAQUINA;0,589395
18/10/2023 12:07:18;MAQUINA;2,153036
18/10/2023 12:07:23;MAQUINA;0,560177
18/10/2023 12:07:25;MAQUINA;0,122037
18/10/2023 12:07:49;MAQUINA2;1,000000
18/10/2023 12:07:50;MAQUINA;2,782079
18/10/2023 12:08:01;MAQUINA;0,287624
18/10/2023 12:08:09;MAQUINA;4,285079
18/10/2023 12:08:11;MAQUINA2;5,000000
18/10/2023 12:08:14;MAQUINA;1,486388
18/10/2023 12:08:23;MAQUINA;6,127839
18/10/2023 12:08:25;MAQUINA2;3,000000
18/10/2023 12:08:48;MAQUINA;0,586947
18/10/2023 12:09:10;MAQUINA;0,835418
18/10/2023 12:09:14;MAQUINA;1,304911
18/10/2023 12:09:15;MAQUINA;1,155430
18/10/2023 12:09:19;MAQUINA;2,524605
18/10/2023 12:09:35;MAQUINA;0,258359
18/10/2023 12:09:48;MAQUINA;3,508511
18/10/2023 12:10:01;MAQUINA;4,427530
18/10/2023 12:10:01;MAQUINA2;4,000000
18/10/2023 12:10:06;MAQUINA;0,274708
18/10/2023 12:10:22;MAQUINA;0,279399
18/10/2023 12:10:25;MAQUINA;1,783942
18/10/2023 12:10:49;MAQUINA2;1,000000
18/10/2023 12:10:52;MAQUINA;4,910327
18/10/2023 12:10:55;MAQUINA2;4,000000
18/10/2023 12:11:05;MAQUINA2;3,000000
18/10/2023 12:11:06;MAQUINA2;1,000000
18/10/2023 12:11:08;MAQUINA;6,861255
18/10/2023 12:11:11;MAQUINA;1,531667
18/10/2023 12:11:11;MAQUINA2;3,000000
18/10/2023 12:11:27;MAQUINA;0,489412
18/10/2023 12:11:28;MAQUINA;0,565753
18/10/2023 12:11:30;MAQUINA;1,908207
18/10/2023 12:11:40;MAQUINA;3,269782
18/10/2023 12:11:46;MAQUINA;0,835139
18/10/2023 12:12:33;MAQUINA;1,363694
18/10/2023 12:12:39;MAQUINA;5,629673
18/10/2023 12:12:47;MAQUINA;6,829239
18/10/2023 12:12:51;MAQUINA;0,764609
18/10/2023 12:12:55;MAQUINA2;5,000000
18/10/2023 12:13:01;MAQUINA2;5,000000
18/10/2023 12:13:03;MAQUINA;7,103934
18/10/2023 12:13:17;MAQUINA;2,611334
18/10/2023 12:13:22;MAQUINA2;5,000000
18/10/2023 12:13:32;MAQUINA;3,703619
18/10/2023 12:13:36;MAQUINA2;4,000000
18/10/2023 12:13:38;MAQUINA;3,994514
18/10/2023 12:13:51;MAQUINA2;3,000000
18/10/2023 12:13:55;MAQUINA;8,211758
18/10/2023 12:14:05;MAQUINA;2,270717
18/10/2023 12:14:07;MAQUINA2;4,000000
18/10/2023 12:14:09;MAQUINA;3,840464
18/10/2023 12:14:31;MAQUINA;3,758399
18/10/2023 12:14:35;MAQUINA;0,353326
18/10/2023 12:14:46;MAQUINA;5,712632
18/10/2023 12:14:50;MAQUINA;2,747293
18/10/2023 12:15:02;MAQUINA2;5,000000
18/10/2023 12:15:06;MAQUINA;8,445398
18/10/2023 12:15:36;MAQUINA;0,232878
18/10/2023 12:15:47;MAQUINA;2,122720
18/10/2023 12:15:56;MAQUINA;1,842965
18/10/2023 12:16:37;MAQUINA;4,945064
18/10/2023 12:16:47;MAQUINA;5,009043
18/10/2023 12:17:12;MAQUINA;2,427047
18/10/2023 12:17:51;MAQUINA;3,343508
18/10/2023 12:17:55;MAQUINA;0,892883
18/10/2023 12:18:01;MAQUINA;1,553941
18/10/2023 12:18:03;MAQUINA2;2,000000
18/10/2023 12:18:20;MAQUINA;8,715292
18/10/2023 12:18:49;MAQUINA;1,796049
18/10/2023 12:18:51;MAQUINA2;3,000000
18/10/2023 12:19:01;MAQUINA;4,065667
18/10/2023 12:19:23;MAQUINA;7,879418
18/10/2023 12:19:41;MAQUINA;0,195158
18/10/2023 12:19:42;MAQUINA;0,659808
18/10/2023 12:20:01;MAQUINA2;1,000000
18/10/2023 12:20:02;MAQUINA;4,058998
18/10/2023 12:20:05;MAQUINA;2,053092
18/10/2023 12:20:11;MAQUINA;1,506690
18/10/2023 12:20:15;MAQUINA;1,816174
18/10/2023 12:20:26;MAQUINA2;1,000000
18/10/2023 12:20:26;MAQUINA;2,192496
18/10/2023 12:20:28;MAQUINA2;2,000000
18/10/2023 12:20:38;MAQUINA;2,620464
18/10/2023 12:20:41;MAQUINA2;4,000000
18/10/2023 12:20:48;MAQUINA;1,529101
18/10/2023 12:20:53;MAQUINA;2,854635
18/10/2023 12:20:58;MAQUINA;3,949722
18/10/2023 12:21:00;MAQUINA;1,196118
18/10/2023 12:21:07;MAQUINA2;2,000000
18/10/2023 12:21:09;MAQUINA2;2,000000
18/10/2023 12:21:13;MAQUINA2;4,000000
18/10/2023 12:21:15;MAQUINA;13,606044
18/10/2023 12:21:41;MAQUINA;6,074304
18/10/2023 12:21:46;MAQUINA;2,114135
18/10/2023 12:21:47;MAQUINA2;2,000000
18/10/2023 12:21:54;MAQUINA;5,218850
18/10/2023 12:21:55;MAQUINA2;2,000000
18/10/2023 12:21:59;MAQUINA;2,284002
18/10/2023 12:22:08;MAQUINA;4,957012
18/10/2023 12:22:24;MAQUINA;0,906085
18/10/2023 12:22:31;MAQUINA;0,501813
18/10/2023 12:22:39;MAQUINA;5,351411
18/10/2023 12:22:54;MAQUINA2;2,000000
18/10/2023 12:22:54;MAQUINA;6,344985
18/10/2023 12:23:04;MAQUINA;5,196820
18/10/2023 12:23:13;MAQUINA;0,377810
18/10/2023 12:23:33;MAQUINA;2,159637
18/10/2023 12:23:33;MAQUINA2;1,000000
18/10/2023 12:23:40;MAQUINA2;4,000000
18/10/2023 12:23:43;MAQUINA2;3,000000
18/10/2023 12:23:44;MAQUINA;10,291423
18/10/2023 12:23:45;MAQUINA;1,012431
18/10/2023 12:24:21;MAQUINA;3,164963
18/10/2023 12:24:38;MAQUINA;0,836888
18/10/2023 12:25:21;MAQUINA;1,374588
18/10/2023 12:25:23;MAQUINA;0,038075
18/10/2023 12:25:49;MAQUINA;6,577744
18/10/2023 12:25:59;MAQUINA2;5,000000
18/10/2023 12:26:04;MAQUINA2;5,000000
18/10/2023 12:26:05;MAQUINA;12,022681
18/10/2023 12:26:09;MAQUINA;1,824974
18/10/2023 12:26:12;MAQUINA;0,304206
18/10/2023 12:26:26;MAQUINA;2,064098
18/10/2023 12:26:31;MAQUINA;3,455659
18/10/2023 12:26:35;MAQUINA2;5,000000
18/10/2023 12:26:56;MAQUINA;2,164427
18/10/2023 12:27:00;MAQUINA;1,816980
18/10/2023 12:27:23;MAQUINA;0,798120
18/10/2023 12:27:29;MAQUINA;4,473633
18/10/2023 12:27:34;MAQUINA;1,492740
18/10/2023 12:27:52;MAQUINA2;2,000000
18/10/2023 12:27:56;MAQUINA;8,910062
18/10/2023 12:28:06;MAQUINA;8,011515
18/10/2023 12:28:27;MAQUINA;0,097022
18/10/2023 12:28:31;MAQUINA;3,819742
18/10/2023 12:28:44;MAQUINA;3,434289
18/10/2023 12:29:29;MAQUINA;0,560297
18/10/2023 12:29:37;MAQUINA;4,887732
18/10/2023 12:29:56;MAQUINA;2,863480
18/10/2023 12:30:03;MAQUINA;0,636013
18/10/2023 12:30:17;MAQUINA2;2,000000
18/10/2023 12:30:18;MAQUINA;12,699841
18/10/2023 12:30:36;MAQUINA;0,367546
18/10/2023 12:30:39;MAQUINA;0,715913
18/10/2023 12:30:42;MAQUINA;1,549282
18/10/2023 12:31:13;MAQUINA;4,396451
18/10/2023 12:31:49;MAQUINA;2,364704
18/10/2023 12:31:58;MAQUINA;0,798562
18/10/2023 12:32:07;MAQUINA;0,046903
18/10/2023 12:32:19;MAQUINA;1,041947
18/10/2023 12:32:31;MAQUINA;7,561746
18/10/2023 12:32:49;MAQUINA;9,258348
18/10/2023 12:32:52;MAQUINA2;4,000000
18/10/2023 12:33:02;MAQUINA;1,830016
18/10/2023 12:33:27;MAQUINA;2,570273
18/10/2023 12:33:52;MAQUINA;12,381461
18/10/2023 12:34:00;MAQUINA;2,050811
18/10/2023 12:34:06;MAQUINA;1,390384
18/10/2023 12:34:10;MAQUINA;3,004414
18/10/2023 12:34:12;MAQUINA2;3,000000
18/10/2023 12:34:34;MAQUINA;3,656778
18/10/2023 12:35:04;MAQUINA;4,745469
18/10/2023 12:35:10;MAQUINA;3,430063
18/10/2023 12:35:10;MAQUINA2;3,000000
18/10/2023 12:35:10;MAQUINA;0,672292
18/10/2023 12:35:14;MAQUINA;0,858810
18/10/2023 12:35:17;MAQUINA;0,287985
18/10/2023 12:35:21;MAQUINA2;3,000000
18/10/2023 12:35:23;MAQUINA;5,698712
18/10/2023 12:35:24;MAQUINA;0,708367
18/10/2023 12:35:26;MAQUINA2;3,000000
18/10/2023 12:35:29;MAQUINA;0,376924
18/10/2023 12:35:38;MAQUINA;8,225926
18/10/2023 12:35:41;MAQUINA;0,066536
18/10/2023 12:35:48;MAQUINA;0,987719
18/10/2023 12:36:01;MAQUINA;3,193303
18/10/2023 12:36:11;MAQUINA;0,370133
18/10/2023 12:37:06;MAQUINA;2,413231
18/10/2023 12:37:08;MAQUINA2;3,000000
18/10/2023 12:37:13;MAQUINA;5,098309
18/10/2023 12:37:20;MAQUINA;6,492912
18/10/2023 12:37:25;MAQUINA;0,839422
18/10/2023 12:37:48;MAQUINA;0,372726
18/10/2023 12:38:06;MAQUINA;8,297064
18/10/2023 12:38:17;MAQUINA;1,787284
18/10/2023 12:38:34;MAQUINA2;1,000000
18/10/2023 12:38:45;MAQUINA2;1,000000
18/10/2023 12:38:47;MAQUINA;13,721324
18/10/2023 12:38:51;MAQUINA;0,421355
18/10/2023 12:39:02;MAQUINA;2,113252
18/10/2023 12:39:15;MAQUINA;6,817555
18/10/2023 12:39:18;MAQUINA2;1,000000
18/10/2023 12:39:23;MAQUINA;6,395765
18/10/2023 12:39:26;MAQUINA;0,243136
18/10/2023 12:39:41;MAQUINA;1,742003
18/10/2023 12:39:50;MAQUINA;1,444349
18/10/2023 12:40:10;MAQUINA;2,892215
18/10/2023 12:40:20;MAQUINA;0,522640
18/10/2023 12:40:35;MAQUINA;0,346799
18/10/2023 12:40:42;MAQUINA;2,894272
18/10/2023 12:40:59;MAQUINA;1,113858
18/10/2023 12:41:08;MAQUINA;1,639130
